2013 Lower Deer Point Meteorological Hourly Data (Summary),,,,,,,,
,,,,,,,,
Dataset Reference Format,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,
1/3/2013 10:00,0.1,-3.5,177.70,-37.21,38.65,92.8,3.63,25.77
1/3/2013 11:00,0.1,-2.2,336.80,-7.73,36.03,118.3,3.18,25.74
1/3/2013 12:00,0.1,-1.5,388.60,-14.83,36.67,104.8,4.68,25.71
1/3/2013 13:00,0.1,-0.8,410.90,4.18,37.48,103.4,3.48,25.68
1/3/2013 14:00,0.1,0.4,379.90,-17.54,37.48,117.4,2.88,25.64
1/3/2013 15:00,0.1,-0.7,264.50,-61.82,42.26,119.8,3.78,25.60
1/3/2013 16:00,0.2,-2.1,154.00,-61.40,40.05,127.0,4.08,25.55
1/3/2013 17:00,0.2,-3.1,31.64,-74.60,43.30,94.9,4.53,25.50
1/3/2013 18:00,0.2,-3.9,0.00,-60.38,35.61,140.5,3.03,25.46
1/3/2013 19:00,0.2,-4.0,0.00,-51.41,36.20,74.0,3.78,25.41
1/3/2013 20:00,0.2,-4.3,0.00,-56.85,37.40,123.6,4.53,25.36
1/3/2013 21:00,0.2,-4.2,0.00,-55.60,36.75,98.7,3.93,25.30
1/3/2013 22:00,0.2,-4.4,0.00,-60.62,37.14,114.8,4.68,25.25
1/3/2013 23:00,0.2,-4.6,0.00,-51.84,37.30,95.1,4.83,25.20
1/4/2013 0:00,0.2,-4.5,0.00,-62.71,36.78,94.8,5.28,25.16
1/4/2013 1:00,0.2,-4.7,0.00,-56.44,36.54,103.8,2.88,25.11
1/4/2013 2:00,0.2,-5.2,0.00,-56.86,37.02,76.0,1.83,25.06
1/4/2013 3:00,0.2,-5.1,0.00,-48.50,36.65,144.3,3.18,25.02
1/4/2013 4:00,0.2,-5.0,0.00,-48.09,36.25,134.9,1.53,24.98
1/4/2013 5:00,0.2,-5.4,0.00,-49.34,37.72,147.5,1.23,24.95
1/4/2013 6:00,0.2,-6.5,0.00,-36.80,42.28,160.2,0.63,24.92
1/4/2013 7:00,0.2,-6.3,0.00,-41.82,41.63,150.9,0.33,24.89
1/4/2013 8:00,0.2,-6.5,0.00,-34.71,41.67,184.1,0.00,24.86
1/4/2013 9:00,0.2,-5.7,65.77,-28.44,40.79,240.0,0.00,24.83
1/4/2013 10:00,0.2,-4.6,196.20,-9.20,40.23,208.3,0.00,24.81
1/4/2013 11:00,0.2,-3.7,310.60,-4.18,45.55,128.9,1.23,24.79
1/4/2013 12:00,0.2,-3.6,382.80,33.01,40.78,170.9,1.23,24.78
1/4/2013 13:00,0.2,-3.5,396.60,20.47,57.48,206.9,0.63,24.76
1/4/2013 14:00,0.2,-3.7,361.20,15.87,57.05,5.3,1.08,24.75
1/4/2013 15:00,0.2,-0.5,274.40,-21.72,51.23,147.0,0.00,24.74
1/4/2013 16:00,0.2,-2.1,150.00,-37.17,56.18,341.1,0.00,24.74
1/4/2013 17:00,0.2,-2.9,27.90,-58.90,45.81,318.5,0.00,24.74
1/4/2013 18:00,0.2,-3.3,0.00,-47.63,44.24,11.9,1.38,24.75
1/4/2013 19:00,0.2,-4.8,0.00,-47.23,53.98,90.8,0.00,24.75
1/4/2013 20:00,0.2,-3.6,0.00,-42.43,50.24,119.3,0.00,24.76
1/4/2013 21:00,0.2,-3.8,0.00,-43.69,49.89,104.1,0.00,24.77
1/4/2013 22:00,0.2,-4.6,0.00,-31.36,50.01,331.2,0.00,24.78
1/4/2013 23:00,0.2,-4.5,0.00,-38.47,58.91,315.3,0.00,24.79
1/5/2013 0:00,0.2,-4.2,0.00,-37.42,49.54,317.1,0.00,24.80
1/5/2013 1:00,0.2,-3.8,0.00,-38.89,50.48,309.8,0.00,24.81
1/5/2013 2:00,0.2,-4.2,0.00,-39.72,51.17,309.6,0.00,24.83
1/5/2013 3:00,0.2,-2.8,0.00,-25.92,83.20,0.1,0.00,24.84
1/5/2013 4:00,0.2,-3.7,0.00,-37.21,63.80,3.2,0.00,24.85
1/5/2013 5:00,0.2,-3.1,0.00,-41.39,85.30,119.6,0.00,24.87
1/5/2013 6:00,0.2,-4.9,0.00,-48.50,70.60,102.6,0.00,24.88
1/5/2013 7:00,0.2,-3.8,0.00,-45.16,78.10,102.9,1.38,24.89
1/5/2013 8:00,0.2,-2.0,0.00,-46.41,79.50,96.7,0.93,24.90
1/5/2013 9:00,0.2,-5.3,48.15,-37.20,76.60,118.3,1.98,24.91
1/5/2013 10:00,0.2,-4.8,202.90,-15.47,61.86,102.9,2.88,24.92
1/5/2013 11:00,0.2,-2.8,314.40,35.11,53.01,117.8,3.48,24.92
1/5/2013 12:00,0.2,-1.8,353.20,-13.79,59.52,80.5,3.63,24.93
1/5/2013 13:00,0.2,-2.2,270.20,-3.13,58.41,139.6,5.28,24.94
1/5/2013 14:00,0.2,-1.8,318.00,12.74,63.02,133.6,4.38,24.93
1/5/2013 15:00,0.2,-1.5,260.20,-15.04,61.21,102.8,4.83,24.93
1/5/2013 16:00,0.2,-2.2,103.10,-41.99,60.69,67.2,3.78,24.93
1/5/2013 17:00,0.2,-3.1,14.07,-35.52,59.71,64.8,4.23,24.92
1/5/2013 18:00,0.2,-3.0,0.00,-34.90,61.53,115.7,3.93,24.91
1/5/2013 19:00,0.2,-3.9,0.00,-34.90,63.18,81.2,6.18,24.90
1/5/2013 20:00,0.2,-3.7,0.00,-27.59,62.07,95.3,5.13,24.89
1/5/2013 21:00,0.2,-4.0,0.00,-27.59,65.96,112.7,1.68,24.87
1/5/2013 22:00,0.2,-4.3,0.00,-15.47,65.39,96.8,2.73,24.86
1/5/2013 23:00,0.2,-3.9,0.00,-13.38,68.34,82.1,3.48,24.84
1/6/2013 0:00,0.2,-3.2,0.00,-5.64,64.84,111.0,5.88,24.82
1/6/2013 1:00,0.2,-7.1,0.00,-5.43,70.20,131.7,2.88,24.80
1/6/2013 2:00,0.2,-4.7,0.00,-7.11,67.07,57.3,2.73,24.78
1/6/2013 3:00,0.2,-3.3,0.00,-5.43,63.54,106.7,4.38,24.76
1/6/2013 4:00,0.2,-3.6,0.22,2.51,64.18,72.4,2.88,24.74
1/6/2013 5:00,0.2,-6.6,0.00,3.14,71.50,99.8,2.13,24.71
1/6/2013 6:00,0.2,-8.5,0.00,-7.52,77.50,342.4,0.00,24.69
1/6/2013 7:00,0.2,-6.9,0.00,-30.11,72.20,18.2,1.53,24.66
1/6/2013 8:00,0.2,-6.9,0.00,-42.44,73.30,326.8,1.68,24.63
1/6/2013 9:00,0.2,-4.7,32.55,2.93,66.96,332.6,2.28,24.60
1/6/2013 10:00,0.2,-4.9,104.20,20.07,67.78,129.8,1.83,24.57
1/6/2013 11:00,0.2,-3.3,173.20,38.04,63.50,104.1,0.63,24.53
1/6/2013 12:00,0.2,-3.3,242.60,24.24,64.80,337.4,1.68,24.50
1/6/2013 13:00,0.2,-0.4,397.10,5.64,57.42,249.2,1.68,24.46
1/6/2013 14:00,0.2,-1.9,266.00,64.32,58.49,23.7,2.43,24.42
1/6/2013 15:00,0.2,-1.0,277.30,-0.63,54.79,322.6,1.98,24.38
1/6/2013 16:00,0.2,-2.3,158.20,-40.51,58.55,11.8,1.38,24.34
1/6/2013 17:00,0.3,-4.0,31.20,-60.36,64.88,1.7,2.28,24.30
1/6/2013 18:00,0.3,-4.2,0.00,-54.74,61.03,299.0,1.53,24.26
1/6/2013 19:00,0.3,-4.9,0.00,-51.41,61.97,347.5,1.98,24.21
1/6/2013 20:00,0.3,-4.7,0.00,-56.02,60.84,332.8,2.28,24.16
1/6/2013 21:00,0.3,-5.6,0.00,-53.93,65.68,324.2,2.88,24.11
1/6/2013 22:00,0.3,-5.8,0.00,-50.59,66.41,298.5,2.28,24.06
1/6/2013 23:00,0.3,-4.7,0.00,-39.30,70.40,56.2,0.00,24.01
1/7/2013 0:00,0.3,-4.4,0.00,-50.80,66.23,326.0,1.83,23.96
1/7/2013 1:00,0.3,-3.9,0.00,-52.27,71.30,321.0,1.08,23.90
1/7/2013 2:00,0.3,-3.7,0.00,-50.17,84.20,283.6,0.78,23.84
1/7/2013 3:00,0.3,-4.5,0.00,-53.51,87.20,250.9,1.38,23.79
1/7/2013 4:00,0.3,-7.1,0.00,-44.31,76.20,327.7,1.08,23.73
1/7/2013 5:00,0.3,-5.7,0.00,-47.67,78.90,85.4,1.68,23.67
1/7/2013 6:00,0.3,-4.2,0.00,-23.42,86.50,251.6,1.23,23.60
1/7/2013 7:00,0.3,-6.3,0.00,4.60,70.90,282.0,0.93,23.54
1/7/2013 8:00,0.3,-4.7,0.00,-1.88,89.80,235.9,4.08,23.47
1/7/2013 9:00,0.3,-5.2,21.76,2.30,91.20,117.2,0.00,23.40
1/7/2013 10:00,0.4,-4.6,54.07,2.09,91.30,138.0,0.00,23.34
1/7/2013 11:00,0.5,-4.4,74.30,-23.19,91.40,211.2,0.00,23.27
1/7/2013 12:00,0.6,-4.3,59.56,-17.97,91.50,174.1,1.08,23.19
1/7/2013 13:00,0.7,-4.4,50.55,8.36,91.80,81.5,3.33,23.12
1/7/2013 14:00,1.1,-3.9,71.60,12.12,92.00,128.0,3.33,23.04
1/7/2013 15:00,1.4,-4.0,44.17,0.00,91.90,132.4,0.78,22.96
1/7/2013 16:00,5.0,-3.7,48.12,1.88,92.40,268.3,1.83,22.87
1/7/2013 17:00,5.5,-3.6,8.79,0.84,92.70,179.5,2.43,22.82
1/7/2013 18:00,6.4,-3.3,0.00,2.93,93.00,243.4,3.78,22.87
1/7/2013 19:00,6.9,-2.3,0.00,3.76,93.50,292.3,5.43,23.08
1/7/2013 20:00,8.4,-1.4,0.00,1.67,94.20,234.6,4.98,23.48
1/7/2013 21:00,8.4,-1.2,0.00,-0.21,94.40,102.2,5.28,23.97
1/7/2013 22:00,8.4,-1.3,0.00,-0.42,94.50,265.1,3.18,24.44
1/7/2013 23:00,8.5,-1.6,0.00,2.09,94.50,237.2,4.68,24.81
1/8/2013 0:00,8.5,-1.7,0.00,-1.04,94.40,217.1,4.38,25.09
1/8/2013 1:00,8.6,-2.0,0.00,-1.04,94.30,304.4,3.18,25.30
1/8/2013 2:00,8.6,-2.2,0.00,-1.46,94.10,313.5,3.18,25.46
1/8/2013 3:00,8.6,-2.4,0.00,-1.46,93.90,281.1,3.48,25.59
1/8/2013 4:00,8.6,-2.3,0.00,-5.01,94.00,229.2,3.48,25.75
1/8/2013 5:00,8.6,-2.7,0.00,-2.92,93.90,283.8,3.18,25.83
1/8/2013 6:00,8.6,-3.1,0.00,-1.67,93.60,151.9,2.28,25.91
1/8/2013 7:00,8.6,-3.3,0.00,-0.21,93.40,293.8,2.58,25.98
1/8/2013 8:00,8.6,-3.2,0.00,-0.63,93.50,292.4,2.43,26.05
1/8/2013 9:00,8.6,-2.6,18.90,0.21,93.70,292.7,1.38,26.12
1/8/2013 10:00,8.7,-2.0,50.10,1.67,94.00,273.9,2.73,26.19
1/8/2013 11:00,9.0,-1.6,64.59,5.64,94.30,159.6,3.03,26.27
1/8/2013 12:00,9.1,-1.3,70.30,7.52,94.40,246.7,1.68,26.34
1/8/2013 13:00,9.2,-1.2,72.40,4.18,94.70,269.3,1.38,26.41
1/8/2013 14:00,9.3,-1.1,61.30,2.51,94.80,257.9,2.43,26.49
1/8/2013 15:00,9.3,-0.6,114.00,-3.13,94.80,210.7,2.73,26.56
1/8/2013 16:00,9.3,-0.6,34.49,0.63,95.00,218.1,1.98,26.65
1/8/2013 17:00,9.3,-0.6,10.55,-1.04,95.10,220.1,1.53,26.74
1/8/2013 18:00,9.3,-0.6,0.00,-2.51,95.20,244.9,0.00,26.83
1/8/2013 19:00,9.3,-0.4,0.00,-3.34,95.30,282.7,1.38,26.94
1/8/2013 20:00,9.3,-0.3,0.00,-4.18,95.40,255.1,0.00,27.06
1/8/2013 21:00,9.3,-0.1,0.00,-9.40,95.40,99.2,0.63,27.21
1/8/2013 22:00,9.3,-0.7,0.00,-24.02,95.50,77.8,2.43,27.37
1/8/2013 23:00,9.4,-0.5,0.00,-36.76,95.50,94.4,3.18,27.58
1/9/2013 0:00,9.4,-0.5,0.00,-47.20,95.40,96.2,4.08,27.82
1/9/2013 1:00,10.7,-0.6,0.00,-42.81,95.30,86.0,4.38,28.11
1/9/2013 2:00,11.1,-0.8,0.00,-50.96,95.00,130.2,6.03,28.46
1/9/2013 3:00,11.1,-0.6,0.00,-27.78,94.20,92.6,4.08,28.87
1/9/2013 4:00,11.2,-0.7,0.00,-50.54,93.50,103.3,5.57,29.35
1/9/2013 5:00,11.3,-0.5,0.00,-54.72,92.40,44.5,5.73,29.91
1/9/2013 6:00,11.4,-0.2,0.00,-25.69,91.30,110.5,5.13,30.54
1/9/2013 7:00,11.6,-0.3,0.00,-12.95,91.00,96.7,7.52,31.24
1/9/2013 8:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,32.00
1/9/2013 9:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,32.80
1/9/2013 10:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,33.64
1/9/2013 11:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,34.48
1/9/2013 12:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,35.31
1/9/2013 13:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,36.11
1/9/2013 14:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,36.86
1/9/2013 15:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,37.57
1/9/2013 16:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,38.20
1/9/2013 17:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,38.78
1/9/2013 18:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,39.28
1/9/2013 19:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,39.73
1/9/2013 20:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,40.12
1/9/2013 21:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,40.45
1/9/2013 22:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,40.74
1/9/2013 23:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,40.99
1/10/2013 0:00,11.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,41.20
1/10/2013 1:00,12.4,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,41.39
1/10/2013 2:00,13.2,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,41.54
1/10/2013 3:00,13.4,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,41.68
1/10/2013 4:00,13.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,41.80
1/10/2013 5:00,14.4,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,41.90
1/10/2013 6:00,15.2,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,41.98
1/10/2013 7:00,16.4,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.06
1/10/2013 8:00,16.7,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.13
1/10/2013 9:00,16.7,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.19
1/10/2013 10:00,17.4,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.20
1/10/2013 11:00,18.5,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.25
1/10/2013 12:00,20.3,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.30
1/10/2013 13:00,21.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.34
1/10/2013 14:00,21.8,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.39
1/10/2013 15:00,22.8,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.43
1/10/2013 16:00,23.7,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.48
1/10/2013 17:00,25.1,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.53
1/10/2013 18:00,26.1,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.59
1/10/2013 19:00,26.5,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.66
1/10/2013 20:00,27.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.75
1/10/2013 21:00,27.4,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,42.87
1/10/2013 22:00,27.8,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,43.03
1/10/2013 23:00,28.1,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,43.25
1/11/2013 0:00,28.2,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,43.55
1/11/2013 1:00,28.4,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,43.92
1/11/2013 2:00,28.5,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.30
1/11/2013 3:00,28.5,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.61
1/11/2013 4:00,28.6,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.77
1/11/2013 5:00,28.8,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.81
1/11/2013 6:00,29.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.77
1/11/2013 7:00,29.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.70
1/11/2013 8:00,29.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.62
1/11/2013 9:00,29.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.52
1/11/2013 10:00,29.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.42
1/11/2013 11:00,29.0,-6999.0,-6999.00,-6999.00,-6999.00,-6999.0,-6999.00,44.33
1/11/2013 12:00,29.2,-11.1,292.40,-82.40,87.70,282.1,-6999.00,44.23
1/11/2013 13:00,29.3,-10.2,371.10,-122.50,87.90,309.0,-6999.00,44.13
1/11/2013 14:00,29.3,-10.2,278.20,-88.60,88.00,216.8,-6999.00,44.03
1/11/2013 15:00,29.4,-9.8,325.80,-51.00,88.00,289.0,-6999.00,43.94
1/11/2013 16:00,29.4,-11.7,24.85,-5.02,87.90,216.7,-6999.00,43.84
1/11/2013 17:00,29.4,-12.1,7.48,-5.86,87.60,156.5,-6999.00,43.74
1/11/2013 18:00,29.4,-12.5,0.00,-21.33,87.30,14.4,-6999.00,43.65
1/11/2013 19:00,29.4,-13.1,0.00,-43.09,86.90,86.0,-6999.00,43.55
1/11/2013 20:00,29.4,-13.6,0.00,-46.86,86.40,18.7,-6999.00,43.46
1/11/2013 21:00,29.4,-14.2,0.00,-47.69,86.00,20.2,-6999.00,43.37
1/11/2013 22:00,29.4,-14.8,0.00,-50.64,85.60,17.5,-6999.00,43.27
1/11/2013 23:00,29.4,-14.8,0.00,-48.55,85.70,5.9,-6999.00,43.18
1/12/2013 0:00,29.4,-14.7,0.00,-50.23,85.50,27.3,-6999.00,43.09
1/12/2013 1:00,29.4,-15.2,0.00,-43.95,85.30,334.3,-6999.00,43.00
1/12/2013 2:00,29.4,-15.5,0.00,-46.26,85.00,213.5,-6999.00,42.91
1/12/2013 3:00,29.4,-15.7,0.00,-43.12,85.70,109.4,-6999.00,42.82
1/12/2013 4:00,29.4,-16.4,0.00,-39.35,84.50,265.7,-6999.00,42.73
1/12/2013 5:00,29.4,-16.4,0.00,-42.29,84.60,319.8,-6999.00,42.64
1/12/2013 6:00,29.4,-16.2,0.00,-48.57,84.50,7.0,-6999.00,42.55
1/12/2013 7:00,29.4,-16.6,0.00,-48.57,84.10,169.6,-6999.00,42.47
1/12/2013 8:00,29.4,-16.7,0.00,-47.73,84.20,283.4,-6999.00,42.38
1/12/2013 9:00,29.4,-14.4,155.00,-59.45,84.40,222.3,-6999.00,42.30
1/12/2013 10:00,29.4,-13.5,261.10,-95.40,85.20,329.4,-6999.00,42.21
1/12/2013 11:00,29.4,-12.4,309.00,-97.90,86.30,332.8,-6999.00,42.13
1/12/2013 12:00,29.4,-11.8,329.60,-76.50,86.20,5.0,-6999.00,42.04
1/12/2013 13:00,29.4,-11.2,385.40,-55.20,86.40,251.2,-6999.00,41.96
1/12/2013 14:00,29.4,-10.5,421.60,-52.27,87.20,293.7,-6999.00,41.88
