1999 Lower Weather Meterological Hourly Data (Summary),,,,,,,,
,,,,,,,,
Reference Dataset with the following format:,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,
,,,,,,,,
,,,,,,,,
,Column.Variable-units| Description,,,,,,,
,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,
,2. Precipitation-mm| Cumulative Shielded Rain gage Depth [mm],,,,,,,
,"3. AirTemperature-C| Air Temperature at 2m above ground, Averaged [C]",,,,,,,
,"4. SolarRadiation-Watts/m2| Solar Radiation, Averaged [Watts/m2]",,,,,,,
,"5. Net Radiation-Watts/m2| Net Radiation, Averaged [Watts/m2]",,,,,,,
,"6. Relative Humidity-%| Relative Humidity at 2m above ground , Averaged [%]",,,,,,,
,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,
,"8. Wind Speed-m/s| Wind Speed at 2m above ground, Averaged [m/s]",,,,,,,
,"9.Snow Depth-cm| Filtered depth of snow above ground, Acoustic Sensor [cm]",,,,,,,
,Note: -6999 denotes missing data,,,,,,,
,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm
1/1/1999 0:00,0,2.27,-6999,-6999,79.9,320.7,3.33,0.45
1/1/1999 1:00,0,2.62,-6999,-6999,75.1,318.4,5.1,0.52
1/1/1999 2:00,0.02,2.29,-6999,-6999,73.5,305.3,5.41,0.93
1/1/1999 3:00,0.02,1.69,-6999,-6999,76.9,302.5,2.9,1.27
1/1/1999 4:00,0.02,1.25,-6999,-6999,73,336.7,2.14,0.65
1/1/1999 5:00,0.02,1.4,-6999,-6999,66.7,340.5,3.6,0.71
1/1/1999 6:00,0.02,1.56,-6999,-6999,62.67,337.4,3.93,0.85
1/1/1999 7:00,0.02,0.93,-6999,-6999,65.32,318.4,2.92,0.85
1/1/1999 8:00,0.02,-0.48,-6999,-6999,74.1,10.59,1.62,0.44
1/1/1999 9:00,0.02,-0.3,-6999,-6999,71.6,266.3,0.84,0.37
1/1/1999 10:00,0.02,0.36,-6999,-6999,74,235.3,0.6,0.44
1/1/1999 11:00,0.02,1.79,-6999,-6999,69.28,241,0.8,0.45
1/1/1999 12:00,0.02,1.18,-6999,-6999,77.4,275.1,1.79,0.52
1/1/1999 13:00,0.02,2.46,-6999,-6999,75.4,271.1,1.57,1.21
1/1/1999 14:00,0.02,2.64,-6999,-6999,66.04,289,3.2,0.52
1/1/1999 15:00,0.02,2.69,-6999,-6999,60.66,302.3,2.47,0.66
1/1/1999 16:00,0.02,2.96,-6999,-6999,59.98,287.4,3.08,0.52
1/1/1999 17:00,0.02,2.33,-6999,-6999,63.58,316.6,2.52,0.66
1/1/1999 18:00,0.02,1.87,-6999,-6999,56.21,350.6,2.86,1.2
1/1/1999 19:00,0.02,0.13,-6999,-6999,66.09,55.66,2.41,0.65
1/1/1999 20:00,0.02,-0.16,-6999,-6999,63.93,54.81,3.11,1.06
1/1/1999 21:00,0.02,0.33,-6999,-6999,64.64,80.9,1.35,1.06
1/1/1999 22:00,0.02,0.21,-6999,-6999,64.56,62.98,2.14,0.99
1/1/1999 23:00,0.02,-0.28,-6999,-6999,62.89,62.97,2.89,0.58
1/2/1999 0:00,0.02,-0.83,-6999,-6999,64.8,64.21,2.69,0.24
1/2/1999 1:00,0.02,-1.38,-6999,-6999,67.29,66.08,2.71,0.44
1/2/1999 2:00,0.02,-1.14,-6999,-6999,66.82,63.33,3.17,0.44
1/2/1999 3:00,0.02,-1.18,-6999,-6999,68.27,53.45,3.31,0.24
1/2/1999 4:00,0.02,-0.86,-6999,-6999,64.99,51.42,3.53,0.24
1/2/1999 5:00,0.02,-1.31,-6999,-6999,63.4,62.27,2.46,0.44
1/2/1999 6:00,0.02,-1.03,-6999,-6999,58.87,81.4,1.71,0.58
1/2/1999 7:00,0.02,-1.66,-6999,-6999,61.22,101.2,1.54,0.44
1/2/1999 8:00,0.02,-1.9,-6999,-6999,61.1,112.9,0.69,0.43
1/2/1999 9:00,0.02,-2.14,-6999,-6999,64.51,94.2,1.47,0.15
1/2/1999 10:00,0.02,0.02,-6999,-6999,56.55,328.9,0.94,0.65
1/2/1999 11:00,0.02,-0.79,-6999,-6999,72.8,264.8,0.86,0.99
1/2/1999 12:00,0.02,1.09,-6999,-6999,65.62,257.9,0.83,0.1
1/2/1999 13:00,0.02,0.69,-6999,-6999,70.8,279.9,2.53,0
1/2/1999 14:00,0.02,1.58,-6999,-6999,71.2,268.8,2.17,0
1/2/1999 15:00,0.02,2.89,-6999,-6999,67.08,237.9,0.95,0.46
1/2/1999 16:00,0.02,3.37,-6999,-6999,62.77,247.2,0.79,0.66
1/2/1999 17:00,0.02,3.21,-6999,-6999,45.01,351.2,4.42,0.52
1/2/1999 18:00,0.02,1.26,-6999,-6999,60.55,307.1,3.05,0.38
1/2/1999 19:00,0.02,-0.1,-6999,-6999,66.8,317.4,1.73,0.24
1/2/1999 20:00,0.02,0.63,-6999,-6999,59.09,355.1,2.3,0.03
1/2/1999 21:00,0.02,0.35,-6999,-6999,56.87,32.81,4.01,0.24
1/2/1999 22:00,0.02,-0.35,-6999,-6999,58.06,34.01,2.34,0.24
1/2/1999 23:00,0.02,-0.9,-6999,-6999,64.94,37.34,3.11,0.03
1/3/1999 0:00,0.02,-2.91,-6999,-6999,78.5,111.8,1.22,0.16
1/3/1999 1:00,0.02,-2.47,-6999,-6999,68.87,112.9,0.97,0.02
1/3/1999 2:00,0.02,-3.07,-6999,-6999,73.5,119.7,1.26,0.02
1/3/1999 3:00,0.02,-3.39,-6999,-6999,68.67,98.5,1.82,0.15
1/3/1999 4:00,0.02,-3.7,-6999,-6999,67.94,109,1.56,0.08
1/3/1999 5:00,0.02,-4.09,-6999,-6999,68.14,121.8,1.45,0.02
1/3/1999 6:00,0.02,-3.62,-6999,-6999,64.84,106.8,1.4,0.02
1/3/1999 7:00,0.02,-4.14,-6999,-6999,68.2,91.1,1.81,0.15
1/3/1999 8:00,0.03,-4.99,-6999,-6999,71.9,110.3,1.6,0.02
1/3/1999 9:00,0.04,-4.85,-6999,-6999,71.3,80.1,2.15,0.15
1/3/1999 10:00,0.04,-3.44,-6999,-6999,65.19,90.5,1.78,0.29
1/3/1999 11:00,0.04,-0.29,-6999,-6999,58.17,216.1,0.91,0.03
1/3/1999 12:00,0.04,1.37,-6999,-6999,56.86,249.5,0.83,0
