1	94.6
2	107.2
3	97.4
4	104.5
5	123.3
6	96.6
7	115.5
8	113.4
9	126.2
10	115.1
11	120.6
12	132.8
13	148.1
14	160.3
15	170.7
16	161
17	162.2
18	168.7
19	123.7
20	118.4
21	108.9
22	129.9
23	114.5
24	109.3
25	114.4
26	132.8
27	130.3
28	103
29	104.6
30	98.2
31	94.6
32	103.1
33	99.9
34	102.3
35	102.2
36	116.7
37	116.1
38	116.6
39	99.5
40	109
41	123.4
42	120.6
43	148.8
44	169.5
45	182.7
46	183.3
47	182.6
48	189.4
49	291
50	296.6
51	295.5
52	292.1
53	296.8
54	283.3
55	317.4
56	22.5
57	23.5
58	6.3
59	53
60	180.6
61	161.6
62	219.8
63	211.5
64	200.2
65	202.7
66	124.4
67	180
68	10.9
69	68.5
70	80.9
71	75.2
72	82
73	149.4
74	169.8
75	75.9
76	100
77	98.2
78	95.7
79	98.3
80	98.7
81	91.7
82	94.6
83	117.6
84	124.9
85	141.5
86	140.1
87	142.8
88	131.5
89	140.5
90	118.1
91	90.7
92	98.2
93	167
94	112.6
95	111.2
96	126.5
97	126.9
98	166.9
99	188.6
100	181.6
101	180.7
102	159.9
103	176.3
104	225.5
105	281.1
106	295.8
107	292.8
108	276.9
109	258.8
110	266.1
111	262.5
112	263.7
113	267.4
114	300.9
115	306.3
116	353.9
117	0.3
118	24.9
119	47.1
120	44.8
121	17.8
122	15
123	4.2
124	342.3
125	309.9
126	313.5
127	347.8
128	313
129	288
130	284.9
131	207.5
132	186.7
133	186.6
134	184
135	194.5
136	173.8
137	157.5
138	331.5
139	18.2
140	278.5
141	345.7
142	262.6
143	272.1
144	271.4
145	287.1
146	287.6
147	347.9
148	296.5
149	282.9
150	305.7
151	305.4
152	314.4
153	299.4
154	334.3
155	16.5
156	19.7
157	12.9
158	331.4
159	304.5
160	285.4
161	282.3
162	281.1
163	280
164	12.6
165	26.6
166	23.1
167	333.4
168	297.9
169	301.8
170	319.4
171	337.6
172	304.3
173	286.3
174	304.8
175	318.2
176	319.3
177	258.5
178	258.3
179	204.4
180	290.7
181	294.7
182	299.1
183	178.9
184	180.2
185	176.8
186	247.6
187	264.2
188	347.7
189	263.9
190	274.3
191	275.9
192	333.3
193	297.5
194	357
195	299
196	291.9
197	300.6
198	303.7
199	300
200	325.1
201	288
202	277.4
203	124.5
204	145.2
205	188
206	156.1
207	158.9
208	153.6
209	182.7
210	191.8
211	29
212	67.4
213	106.5
214	264
215	119.5
216	98.3
217	96.7
218	86
219	121.2
220	112.8
221	151.1
222	164.3
223	91.7
224	97.6
225	112.5
226	266.5
227	280.1
228	265.2
229	257.1
230	216
231	259.6
232	280.3
233	278.5
234	282.8
235	314.9
236	293.2
237	316
238	349.6
239	354.3
240	354.9
241	311.8
242	295.2
243	288.4
244	40.8
245	40.2
246	31
247	35.5
248	298.7
249	277.3
250	301.6
251	310.2
252	142.6
253	198.9
254	206.8
255	185
256	174.2
257	179.8
258	175.1
259	256
260	0
261	198.3
262	298.3
263	338.7
264	214.3
265	19.7
266	35.8
267	170.2
268	274.7
269	283.9
270	295
271	297.8
272	325
273	301.8
274	283
275	213.7
276	182.6
277	208.8
278	189.2
279	174.3
280	156.4
281	178.4
282	160.5
283	66.2
284	21.2
285	73.8
286	20.3
287	34.5
288	277.5
289	337.3
290	332
291	323.6
292	281.3
293	295.2
294	301.8
295	286.6
296	306.5
297	291
298	300.6
299	160.8
300	165.5
301	206.6
302	170.1
303	166.1
304	202.4
305	276
306	282.2
307	315.5
308	273.6
309	53.1
310	85.7
311	85.9
312	85.7
313	90.4
314	86.2
315	89.1
316	75.6
317	99.3
318	124.1
319	98.2
320	134.5
321	101.7
322	101.2
323	132.2
324	117.4
325	152.5
326	156.5
327	172.7
328	160
329	159.7
330	178.4
331	179.5
332	176.1
333	193
334	203
335	191.3
336	81.6
337	73.7
338	170.9
339	134.5
340	289.1
341	287.2
342	1
343	344.1
344	323.9
345	13.2
346	18.2
347	339.2
348	284.9
349	280.7
350	274
351	256.5
352	247.1
353	248
354	245.5
355	262.5
356	317.1
357	35
358	29.7
359	29
360	299.8
361	252
362	243.5
363	247.3
364	242.7
365	251.3
366	250.5
367	247.1
368	236
369	243.5
370	230.5
371	233.6
372	236.4
373	215.1
374	205.2
375	225.7
376	218.1
377	216
378	150
379	268.7
380	318.4
381	8.1
382	328.2
383	269.8
384	153.1
385	145.6
386	159.8
387	176.1
388	157.5
389	162.6
390	159.5
391	167.8
392	158.2
393	131.9
394	105.5
395	149.6
396	152.7
397	148
398	155.3
399	142.7
400	135.2
401	157.7
402	156.3
403	162.4
404	154.4
405	167.4
406	120.4
407	112.3
408	93.4
409	93.1
410	83.6
411	94.2
412	100.6
413	99.5
414	90.4
415	143.9
416	159.9
417	148.6
418	141.8
419	139.1
420	129.3
421	148.4
422	151.4
423	158.3
424	185.4
425	189.6
426	171
427	216.5
428	229
429	232.8
430	197.5
431	220.5
432	218.4
433	203.3
434	222.6
435	228.4
436	128.5
437	237.7
438	202.1
439	227.8
440	218.6
441	178.2
442	167.3
443	196.6
444	201.9
445	206.8
446	190.1
447	192.1
448	193.3
449	198.4
450	198.9
451	187.8
452	214.5
453	242.8
454	256.9
455	260.2
456	216.4
457	264.4
458	270.1
459	280.6
460	287.5
461	284.7
462	292.2
463	293.6
464	294.4
465	293.6
466	296
467	297.9
468	56
469	161.4
470	166.5
471	151
472	107.4
473	110.4
474	141.4
475	175.3
476	134.5
477	152.4
478	140.1
479	136.1
480	139.7
481	143.8
482	143.4
483	125.1
484	130.2
485	152.3
486	151.7
487	186.9
488	202.1
489	198.2
490	204.7
491	207.8
492	183
493	239.7
494	252.7
495	268.2
496	284.9
497	279.4
498	276
499	273.4
500	270.1
501	278.2
502	276.4
503	271.6
504	263
505	293.8
506	278.6
507	275.1
508	271.5
509	260.3
510	269.1
511	286.4
512	357.1
513	330.1
514	16.2
515	116.9
516	157.2
517	126.2
518	110.8
519	104.3
520	93.8
521	102.5
522	106
523	95.2
524	102.8
525	107.6
526	98.4
527	97.8
528	97.8
529	101.2
530	99.7
531	103.1
532	97.6
533	106.8
534	112.2
535	108.1
536	102.5
537	108.7
538	111.7
539	115
540	84.7
541	267.6
542	286
543	315.8
544	314.2
545	320.1
546	303.5
547	325.4
548	331.5
549	10.7
550	339.8
551	322.6
552	325
553	320.2
554	327.7
555	309.9
556	314.6
557	299.1
558	311.7
559	304.6
560	300.3
561	309.4
562	327.5
563	357.2
564	176.8
565	119.2
566	92.6
567	100.5
568	100.1
569	113.7
570	115
571	101.4
572	104.2
573	97.3
574	94.9
575	91.7
576	91.9
577	97.1
578	104.4
579	110.6
580	154.1
581	165.3
582	150.4
583	190.2
584	190.9
585	234.2
586	277
587	276.1
588	278.9
589	263.9
590	263.3
591	270.3
592	271.6
593	263
594	278.8
595	285.3
596	292.3
597	291.6
598	305.9
599	313.6
600	303
601	48.7
602	142.3
603	249.9
604	189.7
605	192.8
606	185.3
607	159.3
608	165.5
609	172
610	295.1
611	282
612	287.9
613	274.7
614	259.3
615	266.1
616	278.4
617	301.3
618	300.3
619	307.9
620	282.4
621	293.1
622	295.9
623	301.8
624	311.6
625	314
626	316.3
627	349.2
628	310.7
629	3.3
630	309.5
631	29
632	49.9
633	31.3
634	17.8
635	349.7
636	325.7
637	284.3
638	212.7
639	252.3
640	259.2
641	205.4
642	164.7
643	30.9
644	304.7
645	304.8
646	299.4
647	302.7
648	302.5
649	297.1
650	303.7
651	303
652	309.8
653	301.9
654	338.3
655	314.4
656	292.4
657	299.2
658	305.4
659	310.9
660	272.8
