2007 Lower Deer Point Meterological Hourly Data (Summary),,,,,,,,,,,
,,,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,,,,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Column.Variable-units| Description,,,,,,,,,,
,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,,,
,2. Precipitation-mm| Cumulative Shielded Rain gage Depth [mm],,,,,,,,,,
,"3. AirTemperature-C| Air Temperature at 2m above ground, Averaged [C]",,,,,,,,,,
,"4. SolarRadiation-Watts/m2| Solar Radiation, Averaged [Watts/m2]",,,,,,,,,,
,"5. Net Radiation-Watts/m2| Net Radiation, Averaged [Watts/m2]",,,,,,,,,,
,"6. Relative Humidity-%| Relative Humidity at 2m above ground , Averaged [%]",,,,,,,,,,
,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,,,
,"8. Wind Speed-m/s| Wind Speed at 2m above ground, Averaged [m/s]",,,,,,,,,,
,"9.Snow Depth-cm| Filtered depth of snow above ground, Acoustic Sensor [cm]",,,,,,,,,,
,Note: -6999 denotes missing data,,,,,,,,,,
,,,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,,,
01/03/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/03/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/04/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/05/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/06/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/07/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/08/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/09/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/10/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 12:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 13:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 14:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 15:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 16:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 17:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 18:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 19:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 20:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 21:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 22:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/11/07 23:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 00:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 01:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 02:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 03:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 04:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 05:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 06:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 07:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 08:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 09:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 10:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
01/12/07 11:00,-6999,-6999,-6999,-6999,-6999,-6999,-6999,-6999,,,
