2013 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
 ,[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University,,,,,,,
 ,URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
 ,Column.Variable-units| Description,,,,,,,,
 ,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
 ,2. Precipitation-mm| Cumulative Shielded Rain gage depth [mm],,,,,,,,
 ,3. AirTemperature-C| Air Temperature at 2m above ground Averaged [C]],,,,,,,,
 ,4. SolarRadiation-Watts/m2| Solar Radiation Averaged [Watts/m2],,,,,,,,
 ,5. Net Radiation-Watts/m2| Net Radiation Averaged [Watts/m2],,,,,,,,
 ,6. Relative Humidity-percent| Relative Humidity at 2m above ground Averaged [percent],,,,,,,,
 ,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
 ,8. Wind Speed-m/s| Wind Speed at 2m above ground Averaged [m/s],,,,,,,,
 ,9.Snow Depth-cm| Filtered depth of snow above ground Acoustic Sensor [cm],,,,,,,,
 ,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
12/1/2013 9:00,455.5,2,4.18,4.64,97.1,169.4,0.75,0.03,
12/1/2013 10:00,458.1,1.6,10.41,10.47,99.7,299,0.56,0.01,
12/1/2013 11:00,459.7,1.8,23.37,20.92,98,238.1,0.53,0,
12/1/2013 12:00,460.4,2.1,28.28,27.08,95.9,200.4,0.08,0,
12/1/2013 13:00,460.5,2.7,29.51,27.79,95.8,185.5,0.22,0,
12/1/2013 14:00,460.5,3.8,17.3,17.74,89.8,336.2,1.11,0,
12/1/2013 15:00,460.5,4.1,12.19,12.99,88,313.8,0.89,0,
12/1/2013 16:00,460.5,4.8,10.13,7.83,85.8,225.2,1.46,0,
12/1/2013 17:00,460.5,5.3,1.17,-0.36,84,293.3,1.43,0,
12/1/2013 18:00,460.5,5.6,0,-0.78,82,290.7,1.32,0,
12/1/2013 19:00,460.5,5.6,0.08,-2.66,80.2,125.5,1.19,0,
12/1/2013 20:00,460.5,5.9,0.35,-3.17,77.28,198.5,1.38,0,
12/1/2013 21:00,460.5,6.2,0.01,-5.33,73.03,298.6,1.6,0,
12/1/2013 22:00,460.5,6.6,0,-6.5,68,137,1.76,0,
12/1/2013 23:00,460.5,6.2,0,-6.9,67.2,118.2,1.34,0,
12/2/2013 0:00,460.5,6.2,0,-8.8,63.63,254,1.84,0,
12/2/2013 1:00,460.5,6.2,0,-9.3,60.23,18.6,2.03,0,
12/2/2013 2:00,460.5,6.1,0,-8.8,57.67,347.8,2.31,0,
12/2/2013 3:00,460.5,5.8,0,-7.2,57.74,281.7,2.37,0,
12/2/2013 4:00,460.5,5.6,0,-6,55.72,295.6,2.08,0,
12/2/2013 5:00,460.5,5.6,0,-7.5,54.64,63.2,2.47,0,
12/2/2013 6:00,460.5,5.2,0,-6.2,57.34,33.4,2.45,0,
12/2/2013 7:00,460.5,4.8,0,-6.9,62.15,129.8,2.28,0,
12/2/2013 8:00,460.5,4.6,0,-7,65.13,137.3,2.08,0,
12/2/2013 9:00,460.5,4.5,8.21,0.36,67.98,35.3,1.97,0,
12/2/2013 10:00,460.5,4.2,20.8,10.65,70.95,86.6,2.05,0,
12/2/2013 11:00,460.6,4.1,27.82,16.5,74.07,102.7,2.03,0,
12/2/2013 12:00,460.6,4.1,35.12,22.27,76.32,333.7,1.85,0,
12/2/2013 13:00,460.6,4.5,59.36,40.32,75.89,0.2,2.35,0,
12/2/2013 14:00,460.6,4.5,98.6,72.19,77.29,120.7,2.44,0,
12/2/2013 15:00,460.6,4.2,94.7,65.78,80.1,259.5,2.6,0,
12/2/2013 16:00,460.8,0.3,40.44,28.46,93,10.5,4.59,0,
12/2/2013 17:00,461.3,-3.5,6.27,-11.58,93.4,9.6,7.95,0,
12/2/2013 18:00,461.5,-4.3,0,-13.36,76.03,30.1,6.84,0,
12/2/2013 19:00,461.5,-4.3,0,-40.29,63.74,37.2,4.48,0.02,
12/2/2013 20:00,461.5,-5.1,0,-69.49,62.74,354.9,4.37,0.05,
12/2/2013 21:00,461.5,-6.1,0,-73.05,70.35,353.4,3.35,0.09,
12/2/2013 22:00,461.5,-6.6,0,-62.92,74.31,340.5,1.96,0.13,
12/2/2013 23:00,461.5,-7,0,-59.9,78.77,312.1,1.71,0.16,
12/3/2013 0:00,461.5,-7.6,0,-70.55,81.6,63.4,1.45,0.2,
12/3/2013 1:00,461.5,-8,0,-72.91,79.43,69.4,1.43,0.23,
12/3/2013 2:00,461.5,-8.3,0,-71.72,76.23,9.6,1.47,0.25,
12/3/2013 3:00,461.5,-8.4,0,-71.64,70.37,100.6,0.93,0.28,
12/3/2013 4:00,461.5,-8.8,0,-73.05,74.12,54.2,2.37,0.29,
12/3/2013 5:00,461.5,-8.8,0,-74.39,77.73,68,3.17,0.31,
12/3/2013 6:00,461.5,-8.4,0,-32.07,72.94,34,2.53,0.31,
12/3/2013 7:00,461.5,-8.1,0,-39.99,72.18,1.8,2.24,0.32,
12/3/2013 8:00,461.5,-8.4,0,-66.35,76.52,15.9,2.16,0.31,
12/3/2013 9:00,461.5,-8.5,126.3,20.92,83.3,0.3,2.48,0.31,
12/3/2013 10:00,461.5,-7.9,300.9,108.9,86,4.2,2.43,0.29,
12/3/2013 11:00,461.5,-7.4,417.8,212.6,81,102.3,2.39,0.28,
12/3/2013 12:00,461.5,-6.9,472.2,272.6,75.06,8.8,2.47,0.27,
12/3/2013 13:00,461.5,-6.9,322,174.52,76.61,318.6,2.82,0.25,
12/3/2013 14:00,461.5,-6.6,269.5,165.68,77.41,338.6,1.97,0.23,
12/3/2013 15:00,461.5,-6.5,172.2,98.02,78.55,11.8,1.74,0.22,
12/3/2013 16:00,461.5,-7.5,84.4,1.72,87.8,356.3,2.8,0.21,
12/3/2013 17:00,461.5,-7.7,6.55,-62.99,85.8,87,3.1,0.21,
12/3/2013 18:00,461.5,-8.1,0,-54.79,88.6,335.6,2.45,0.21,
12/3/2013 19:00,461.5,-8.3,0,-74.52,88.2,23.6,2.4,0.23,
12/3/2013 20:00,461.5,-8.2,0,-75.64,72.83,18.8,2.68,0.25,
12/3/2013 21:00,461.5,-8.4,0,-76.69,61.58,83.7,3.95,0.28,
12/3/2013 22:00,461.5,-8.7,0,-70.3,48.96,224.8,3.39,0.32,
12/3/2013 23:00,461.5,-10.3,0,-68.4,66.64,345.4,0.91,0.37,
12/4/2013 0:00,461.5,-10.6,0,-57.53,89.6,313.3,1.36,0.41,
12/4/2013 1:00,461.5,-10.9,0,-12.11,93,220.2,0.46,0.46,
12/4/2013 2:00,461.6,-10.7,0,-7.74,94.1,195.2,0.05,0.51,
12/4/2013 3:00,461.6,-11.3,0,-4.9,92.4,334.7,0.28,0.57,
12/4/2013 4:00,461.7,-12.8,0,3.5,84.3,347.4,0.61,0.62,
12/4/2013 5:00,461.7,-13.2,0,2.65,85,239.5,0.54,0.67,
12/4/2013 6:00,461.7,-13.1,0,-2.11,87,313.5,0.58,0.72,
12/4/2013 7:00,461.7,-13.5,0,-2.74,90.5,309.8,0.53,0.77,
12/4/2013 8:00,461.7,-13.8,0,0.15,91.5,356.3,0.64,0.82,
12/4/2013 9:00,461.7,-13.6,39.61,13.8,88.6,286.3,0.41,0.86,
12/4/2013 10:00,461.7,-12.7,77.79,38.43,89.7,277,0.14,0.9,
12/4/2013 11:00,461.7,-12,339.5,186.1,88.3,161,0.27,0.94,
12/4/2013 12:00,461.7,-11.4,115.4,57.3,85.7,235.3,0.41,0.98,
12/4/2013 13:00,461.8,-12.2,119.6,51.05,89.8,197.7,0.57,1.01,
12/4/2013 14:00,461.9,-11.7,110.5,42.28,89.1,183.6,0.5,1.05,
12/4/2013 15:00,461.9,-11.6,102,41.26,87,225.8,0.18,1.08,
12/4/2013 16:00,461.9,-11.9,34.97,13.11,87.4,84.7,0.1,1.13,
12/4/2013 17:00,461.9,-13,8.55,16.45,90.8,337,0.34,1.17,
12/4/2013 18:00,461.9,-13.9,0,7.69,87.6,65.8,0.35,1.22,
12/4/2013 19:00,461.9,-14,0,6.27,86.3,2.2,1.41,1.27,
12/4/2013 20:00,461.9,-14.1,0,7.9,85.5,350.1,1.64,1.32,
12/4/2013 21:00,461.9,-14.1,0,10.5,81.1,0,1.17,1.37,
12/4/2013 22:00,461.9,-14.2,0,11.9,80.1,331.3,0.68,1.43,
12/4/2013 23:00,461.9,-14.3,0,11.8,83.7,9.2,0.67,1.48,
12/5/2013 0:00,461.9,-14.4,0,8.47,85.5,11.3,0.67,1.53,
12/5/2013 1:00,461.9,-14.2,0,7.9,82.3,0.2,1.01,1.58,
12/5/2013 2:00,461.9,-14.5,0,10,79.56,353.3,0.81,1.62,
12/5/2013 3:00,461.9,-14.3,0,2,80.5,353.9,0.54,1.66,
12/5/2013 4:00,461.9,-14.1,0,-0.47,80.8,348,0.6,1.7,
12/5/2013 5:00,461.9,-13.9,0,-1.98,83.3,15.1,0.19,1.73,
12/5/2013 6:00,461.9,-13.9,0,-2.84,84.5,260,0.14,1.76,
12/5/2013 7:00,461.9,-14,0,-1.2,87.6,322.9,0.03,1.8,
12/5/2013 8:00,461.9,-14,0,-1.11,84.5,348.9,0.21,1.83,
12/5/2013 9:00,461.9,-14,23.28,3.84,88.3,116.2,0,1.85,
12/5/2013 10:00,461.9,-13.2,64.94,20.17,88.4,11.4,0.04,1.88,
12/5/2013 11:00,461.9,-12.4,62.07,22.25,86.1,126.2,0.16,1.91,
12/5/2013 12:00,461.9,-12.2,79.44,28.74,86.2,243.3,0.5,1.93,
12/5/2013 13:00,461.9,-12.3,113.6,36.87,82.9,53.6,0.38,1.95,
12/5/2013 14:00,461.9,-11.6,84.3,29.58,76.01,257,0.61,1.97,
12/5/2013 15:00,461.9,-12.4,48.86,15.3,85.8,296.5,0.6,1.99,
12/5/2013 16:00,461.9,-12.8,45.67,13.5,85.5,131.2,0.6,2.01,
12/5/2013 17:00,461.9,-12.8,5.72,10.46,79.58,331.8,0.78,2.03,
12/5/2013 18:00,461.9,-14.3,0,8.6,82.8,343.8,0.34,2.06,
12/5/2013 19:00,461.9,-14.8,0,7.48,80.5,37,0.95,2.1,
12/5/2013 20:00,461.9,-14.6,0,8.58,79.03,34.4,0.34,2.14,
12/5/2013 21:00,461.9,-15,0,6.15,78.92,8.7,0.77,2.19,
12/5/2013 22:00,461.9,-14.6,0,5.72,74.53,34.5,0.64,2.23,
12/5/2013 23:00,461.9,-14.6,0,7.6,74.57,89.4,1.16,2.28,
12/6/2013 0:00,461.9,-14.7,0,5.55,73.84,12.3,0.79,2.33,
12/6/2013 1:00,461.9,-14.6,0,4.94,74.49,71.9,1.29,2.38,
12/6/2013 2:00,461.9,-14.4,0,3,75.01,75.7,1.9,2.43,
12/6/2013 3:00,461.9,-14.4,0,5.2,78.02,118.7,3.02,2.48,
12/6/2013 4:00,461.9,-14.5,0,4.83,75.59,91,3.11,2.53,
12/6/2013 5:00,461.9,-14.4,0,4.15,73.49,106.2,3.07,2.57,
12/6/2013 6:00,461.9,-14.3,0,-14.01,72.63,97,3.95,2.61,
12/6/2013 7:00,461.9,-14.3,0,-63.93,71.67,116.1,4.11,2.64,
12/6/2013 8:00,461.9,-14.3,0,-59.45,71.55,97.6,4.5,2.66,
12/6/2013 9:00,461.9,-14.1,58.24,-16.52,72.95,99.9,4.51,2.68,
12/6/2013 10:00,461.9,-13.6,148.5,31.41,73.65,99,3.5,2.71,
12/6/2013 11:00,461.9,-13,301.1,129.8,73.63,143,3.6,2.74,
12/6/2013 12:00,461.9,-12.7,291.2,131.3,73.41,106.2,3.35,2.76,
12/6/2013 13:00,461.9,-12.4,338.9,177.2,74.1,110,4.83,2.79,
12/6/2013 14:00,461.9,-11.6,165,77.58,74.17,122.4,2.93,2.82,
12/6/2013 15:00,461.9,-11.7,214.2,112.4,75.85,128.3,3.18,2.85,
12/6/2013 16:00,461.9,-11.6,51.27,-21.87,76.42,105.1,3.53,2.88,
12/6/2013 17:00,461.9,-11.9,13.1,-39.93,77.84,145.5,3.77,2.92,
12/6/2013 18:00,461.9,-12,0,-60.34,77.09,114.7,5.26,2.96,
12/6/2013 19:00,461.9,-11.6,0,-26.59,73.27,81,6.55,3.01,
12/6/2013 20:00,461.9,-11.5,0,-11.54,74.07,81.3,6.06,3.07,
12/6/2013 21:00,461.9,-11.5,0,-8.1,78.18,170,8.03,3.16,
12/6/2013 22:00,461.9,-11.6,0,-7.06,81.3,146.6,6.96,3.25,
12/6/2013 23:00,461.9,-11.2,0,-6.69,80.9,101.4,6.84,3.37,
12/7/2013 0:00,461.9,-11.1,0,-8.78,81.2,110.3,6.94,3.5,
12/7/2013 1:00,461.9,-10.7,0,-7.13,80.8,114.2,7.34,3.65,
12/7/2013 2:00,461.9,-10.4,0,-5.27,81.8,134.2,6.82,3.83,
12/7/2013 3:00,461.9,-10.4,0,-5.02,83.1,135.6,5.46,4.02,
12/7/2013 4:00,461.9,-10.5,0,-4.99,84.5,160.8,3.89,4.24,
12/7/2013 5:00,462,-10.7,0,-1.47,90.5,194.5,0.8,4.48,
12/7/2013 6:00,462.1,-10.9,0,-0.75,92.6,350.7,0.04,4.75,
12/7/2013 7:00,462.3,-11.2,0,-1.11,91.2,330.1,0.15,5.03,
12/7/2013 8:00,462.4,-11.4,0.03,-1.19,93,142.3,0,5.33,
12/7/2013 9:00,462.6,-12,11.99,-1.24,92.8,109.1,0.03,5.65,
12/7/2013 10:00,462.6,-11.3,68.48,-5.09,91.1,239.7,0.02,5.98,
12/7/2013 11:00,462.7,-10.2,101.9,-7.3,87.6,326.1,0.18,6.31,
12/7/2013 12:00,462.7,-9.5,166,-20.6,86,225.3,0.14,6.63,
12/7/2013 13:00,462.7,-9.4,102.4,-10.4,87.4,351.9,0.2,6.94,
12/7/2013 14:00,462.8,-10.4,72.19,-9.41,90.4,294.2,0.3,7.21,
12/7/2013 15:00,462.9,-11.4,64.81,-7.83,91.9,318.8,0.64,7.46,
12/7/2013 16:00,463,-12.3,41.01,8.49,89.9,18.3,2.49,7.68,
12/7/2013 17:00,463,-13.1,8.91,-59.05,88.4,354.6,3.27,7.85,
12/7/2013 18:00,463.1,-13.6,0,-49.8,88.4,0,2.1,8,
12/7/2013 19:00,463.1,-14.2,0,-45.3,89.1,322,1.06,8.11,
12/7/2013 20:00,463.1,-14.6,0,-48.5,88.6,324.8,2.28,8.18,
12/7/2013 21:00,463.1,-15.2,0,-42.32,88.1,350.8,1.55,8.23,
12/7/2013 22:00,463.1,-15.5,0,-39.2,84,163.8,0.98,8.26,
12/7/2013 23:00,463.1,-15.7,0,-43.38,85.9,2.8,1.5,8.26,
12/8/2013 0:00,463.1,-14.9,0,-61.52,78.98,341.3,3.11,8.24,
12/8/2013 1:00,463.1,-15,0,-66.16,74.6,349,2.5,8.2,
12/8/2013 2:00,463.1,-15,0,-66.07,68.57,346.4,2.64,8.13,
12/8/2013 3:00,463.1,-15.5,0,-66.89,67.47,71.4,2.23,8.06,
12/8/2013 4:00,463.1,-16.1,0,-67.64,72.07,338.5,2.8,7.99,
12/8/2013 5:00,463.1,-17.2,0,-61,72.08,334.7,1.6,7.91,
12/8/2013 6:00,463.1,-18.5,0,-58.23,77.23,9.9,0.57,7.84,
12/8/2013 7:00,463.1,-18,0,-60.3,69.22,355.9,0.91,7.76,
12/8/2013 8:00,463.1,-17.7,0,-63.27,57.09,71.9,1.59,7.66,
12/8/2013 9:00,463.1,-17.5,144.3,-13.3,57.43,181.4,0.57,7.55,
12/8/2013 10:00,463.1,-15.3,273,59,58.45,151.9,0.31,7.46,
12/8/2013 11:00,463.1,-15.1,310.3,106,64.24,356.3,0.53,7.4,
12/8/2013 12:00,463.1,-15.3,326.9,128.3,71.31,187.3,0.49,7.34,
12/8/2013 13:00,463.1,-15.7,309.4,133,74.85,328.3,0.73,7.3,
12/8/2013 14:00,463.1,-15.6,163.3,52.78,72.92,241.4,0.76,7.26,
12/8/2013 15:00,463.1,-15.8,141.9,41.48,74.19,303.3,0.74,7.23,
12/8/2013 16:00,463.1,-16.8,44.48,-36.94,63.51,0,1.82,7.2,
12/8/2013 17:00,463.1,-17.1,8.97,-58.03,62.15,12.8,2.51,7.18,
12/8/2013 18:00,463.1,-16.9,0,-63.59,75.9,68.4,3.67,7.16,
12/8/2013 19:00,463.1,-17.1,0,-63.4,79.69,32.8,2.93,7.14,
12/8/2013 20:00,463.1,-17.1,0,-64.03,81.2,53.9,3.23,7.13,
12/8/2013 21:00,463.1,-16.2,0,-63.57,76.1,355.9,2.33,7.11,
12/8/2013 22:00,463.1,-15.2,0,-63.23,69.18,348.8,2.29,7.09,
12/8/2013 23:00,463.1,-15.2,0,-64.75,66.78,33.3,2.45,7.06,
12/9/2013 0:00,463.1,-15.3,0,-60.69,65.67,351,1.51,7.03,
12/9/2013 1:00,463.1,-15.9,0,-59.13,70.02,37.8,1.78,7,
12/9/2013 2:00,463.1,-15.5,0,-53.93,64.34,101.1,0.73,6.96,
12/9/2013 3:00,463.1,-15.5,0,-54.78,64.39,17.3,0.95,6.92,
12/9/2013 4:00,463.1,-15.3,0,-48.43,65.14,289.4,1.09,6.88,
12/9/2013 5:00,463.1,-15.8,0,-44.73,68.39,305.4,0.44,6.84,
12/9/2013 6:00,463.1,-16,0,-28.03,70.82,107.2,0.53,6.8,
12/9/2013 7:00,463.1,-15.4,0,-43.27,68.44,314.4,0.72,6.77,
12/9/2013 8:00,463.1,-15.3,0,-40.04,67.57,100.6,0.82,6.75,
12/9/2013 9:00,463.1,-14,132.5,-4.9,66.64,312.8,0.71,6.73,
12/9/2013 10:00,463.1,-12.2,225.9,52.8,58.55,301.5,0.57,6.72,
12/9/2013 11:00,463.1,-11.3,368.2,140.3,51.94,0,1.03,6.72,
12/9/2013 12:00,463.1,-10.4,373.5,174.2,46.94,291.3,1.46,6.73,
12/9/2013 13:00,463.1,-9.5,433.7,233.7,44.75,92.7,1.31,6.75,
12/9/2013 14:00,463.1,-9.1,243.3,121.2,43.82,317.4,1.14,6.77,
12/9/2013 15:00,463.1,-8.8,237.1,147.28,47.61,137,0.46,6.81,
12/9/2013 16:00,463.1,-9.1,38.73,-29.25,46.85,41.8,0.45,6.84,
12/9/2013 17:00,463.1,-9.6,7.17,-49.74,43.62,311.8,0.98,6.89,
12/9/2013 18:00,463.1,-10.1,0,-32.31,48.2,46.9,0.7,6.93,
12/9/2013 19:00,463.1,-10.1,0,-38,50.73,45.4,0.41,6.97,
12/9/2013 20:00,463.1,-9.6,0,-13.05,49.63,42.5,0.89,7.01,
12/9/2013 21:00,463.1,-9.3,0,-9.56,56.56,61.1,0.44,7.04,
12/9/2013 22:00,463.1,-9.1,0,-6.04,53.92,87.1,0.41,7.06,
12/9/2013 23:00,463.1,-8.7,0,-7.9,54.11,118.5,1.16,7.07,
12/10/2013 0:00,463.1,-9.6,0,-12.37,61.33,274.3,0.84,7.07,
12/10/2013 1:00,463.1,-9.8,0,-50.39,60.31,144.7,1.55,7.05,
12/10/2013 2:00,463.1,-8.3,0,-40.9,46.68,108.3,2.61,7.03,
12/10/2013 3:00,463.1,-9.2,0,-41.11,53.06,89.6,0.8,6.99,
12/10/2013 4:00,463.1,-9.5,0.63,-3.57,56.57,136.4,0.5,6.95,
12/10/2013 5:00,463.1,-9.1,0,-4.99,57.84,85.2,0.59,6.9,
12/10/2013 6:00,463.1,-9.8,0,-8.31,63.57,34.9,0.61,6.85,
12/10/2013 7:00,463.1,-9.9,0,-18.09,58.63,32.5,0.97,6.79,
12/10/2013 8:00,463.1,-10.2,0,-25.07,55.57,331.6,0.69,6.75,
12/10/2013 9:00,463.1,-9.5,42.15,-8.01,51.25,314.5,0.7,6.7,
12/10/2013 10:00,463.1,-9.4,131,36.78,53.14,236.4,0.76,6.67,
12/10/2013 11:00,463.1,-8.7,305.2,119.3,54.9,227.3,0.65,6.64,
12/10/2013 12:00,463.1,-7.5,407.5,191.7,52.68,123.3,0.75,6.62,
12/10/2013 13:00,463.1,-7.5,349.4,175.9,60.87,185.6,0.66,6.61,
12/10/2013 14:00,463.1,-8.4,285.1,141.3,63.22,201.7,0.6,6.6,
12/10/2013 15:00,463.1,-8,201.6,110.73,66.57,114.7,0.93,6.6,
12/10/2013 16:00,463.1,-8,46.94,-26.36,76.34,2.1,0.98,6.6,
12/10/2013 17:00,463.1,-8.7,9.03,-54.3,75.34,342.3,1.98,6.61,
12/10/2013 18:00,463.1,-9.4,0,-55.38,88.2,346,2.49,6.62,
12/10/2013 19:00,463.1,-9.4,0,-51.69,88.4,19.1,1.58,6.64,
12/10/2013 20:00,463.1,-9.3,0,-47.97,83.6,351.6,0.43,6.67,
12/10/2013 21:00,463.1,-9.2,0,-47.56,82.5,157.2,0.22,6.7,
12/10/2013 22:00,463.1,-10.5,0,-47.22,88.7,356.2,0.33,6.72,
12/10/2013 23:00,463.1,-10.7,0,-45.51,91.5,35.6,0.56,6.74,
12/11/2013 0:00,463.1,-10.3,0,-18.51,91.5,29.7,0.65,6.76,
12/11/2013 1:00,463.1,-9.6,0,-42.5,88.1,15.7,0.47,6.77,
12/11/2013 2:00,463.1,-9.3,0,-33.59,86.8,355.4,0.57,6.77,
12/11/2013 3:00,463.1,-8.6,0,-12.03,87.3,289.7,1.89,6.77,
12/11/2013 4:00,463.1,-9.8,0,-4.16,88.1,312.1,0.46,6.76,
12/11/2013 5:00,463.1,-9.4,0,-4.15,87.9,152.2,0.16,6.75,
12/11/2013 6:00,463.1,-8.8,0,-5.67,85,135.9,0.03,6.75,
12/11/2013 7:00,463.1,-8.7,0,-5.85,85.9,123,0.01,6.74,
12/11/2013 8:00,463.1,-9.3,0.18,-4.74,86,123.7,0.36,6.74,
12/11/2013 9:00,463.1,-8.6,32.74,8.29,86.2,70,0.48,6.74,
12/11/2013 10:00,463.1,-8,94,41.94,83,307,1.06,6.74,
12/11/2013 11:00,463.1,-8,255.1,85,78.68,136.7,0.76,6.75,
12/11/2013 12:00,463.1,-5.2,410.7,202.7,67.96,96.7,0.52,6.76,
12/11/2013 13:00,463.1,-6.9,386.2,217.8,77.69,214.4,0.49,6.78,
12/11/2013 14:00,463.1,-8,330.2,212.27,84.1,118.5,0.65,6.79,
12/11/2013 15:00,463.1,-7.9,241.4,169.66,83.8,268.4,0.53,6.8,
12/11/2013 16:00,463.1,-8.3,61.92,-2.37,85.2,330.9,0.24,6.81,
12/11/2013 17:00,463.1,-9,13.49,-34.67,90.5,98.2,0.21,6.83,
12/11/2013 18:00,463.1,-6.8,0,-43.43,77.99,184.3,0.94,6.84,
12/11/2013 19:00,463.1,-7.6,0,-43.83,79.22,89.8,0.43,6.86,
12/11/2013 20:00,463.1,-7.2,0,-41.81,78.32,51.9,0.54,6.87,
12/11/2013 21:00,463.1,-7.2,0,-44.49,77.26,174.8,0.31,6.88,
12/11/2013 22:00,463.1,-7.2,0,-41.65,76.56,78.1,0.24,6.89,
12/11/2013 23:00,463.1,-7.5,0,-40.8,78.05,296.8,0.42,6.89,
12/12/2013 0:00,463.1,-7.4,0,-48.05,78.73,87.6,0.69,6.88,
12/12/2013 1:00,463.1,-5.9,0,-49.71,74.11,134,1.01,6.87,
12/12/2013 2:00,463.1,-5.3,0,-49.47,72.9,290.2,1.03,6.85,
12/12/2013 3:00,463.1,-6.3,0,-44.76,76.9,0,0.09,6.83,
12/12/2013 4:00,463.1,-5,0,-55.29,72.72,168.4,1.6,6.8,
12/12/2013 5:00,463.1,-4,0,-52.15,68.05,130.3,1.7,6.77,
12/12/2013 6:00,463.1,-3.4,0,-57.28,64.12,130.6,2.68,6.74,
12/12/2013 7:00,463.1,-4.3,0,-52.24,65.57,303.8,1.96,6.71,
12/12/2013 8:00,463.1,-5.3,0,-45.32,69.03,303.4,0.28,6.69,
12/12/2013 9:00,463.1,-6.9,122.8,-1.51,76.22,144.6,0.28,6.68,
12/12/2013 10:00,463.1,-3,259,75.7,60.75,283.3,0.23,6.67,
12/12/2013 11:00,463.1,-1.1,359.4,150.4,56.96,81,0.45,6.67,
12/12/2013 12:00,463.1,-1.9,409.4,204,62.69,147.4,0.84,6.67,
12/12/2013 13:00,463.1,-1.7,398.9,231.5,65.91,299.9,0.73,6.68,
12/12/2013 14:00,463.1,-0.7,340.2,219.48,57.67,158.4,1.06,6.69,
12/12/2013 15:00,463.1,-0.8,230,158.31,56.4,85.5,1.03,6.71,
12/12/2013 16:00,463.1,-1.5,37.79,-28.09,57.81,135.9,0.68,6.73,
12/12/2013 17:00,463.1,-2.1,8.76,-43.22,57.98,65,0.67,6.75,
12/12/2013 18:00,463.1,-2.4,0,-53.09,56.56,197.4,0.92,6.77,
12/12/2013 19:00,463.1,-2.7,0,-53.57,56.37,159.2,0.44,6.79,
12/12/2013 20:00,463.1,-2.4,0,-50.63,53.89,110.6,0.69,6.8,
12/12/2013 21:00,463.1,-2.7,0,-47.96,55.32,7.1,0.5,6.82,
12/12/2013 22:00,463.1,-2.7,0,-44.6,55.38,295.3,0.5,6.83,
12/12/2013 23:00,463.1,-4,0,-28.84,64.56,56.7,0.88,6.84,
12/13/2013 0:00,463.1,-3,0,-24.2,59.69,309.9,0.61,6.84,
12/13/2013 1:00,463.1,-4.1,0,-14.84,67.83,21.2,0.7,6.83,
12/13/2013 2:00,463.1,-2.3,0,-5.9,59.99,296.4,1.14,6.83,
12/13/2013 3:00,463.1,-5.1,0,-5.46,77.82,16.3,1.1,6.81,
12/13/2013 4:00,463.1,-4.1,0,-0.93,82.4,111.7,0.7,6.8,
12/13/2013 5:00,463.1,-4.7,0,-0.6,93.3,356.2,0.7,6.78,
12/13/2013 6:00,463.1,-5.3,0.63,-1.69,96.7,309.8,0.33,6.76,
12/13/2013 7:00,463.1,-5.6,0,-1.9,96.2,112.1,0.34,6.74,
12/13/2013 8:00,463.1,-5.7,0.17,-1.6,98.9,155.7,0.33,6.72,
12/13/2013 9:00,463.1,-4.2,31.51,14.61,96.5,286.9,1.83,6.71,
12/13/2013 10:00,463.1,-3.3,52.49,25.49,92.4,34.5,1.53,6.71,
12/13/2013 11:00,463.1,-2.2,388.9,184.4,87.6,27.1,2.24,6.71,
12/13/2013 12:00,463.1,-0.6,403.6,197.9,80.3,298,1.91,6.71,
12/13/2013 13:00,463.1,0,417.7,240.4,77.44,254.6,0.59,6.72,
12/13/2013 14:00,463.1,0,343.2,220.6,79.25,19.3,1.36,6.73,
12/13/2013 15:00,463.1,-1.1,103.3,49.83,82.5,48.6,0.55,6.75,
12/13/2013 16:00,463.1,-1.8,35.52,14.27,87.4,313.3,0.56,6.76,
12/13/2013 17:00,463.1,-2,3.97,-1.82,90.1,161.9,0.33,6.78,
12/13/2013 18:00,463.1,-1.3,0,-6.87,90.4,124.1,0.91,6.8,
12/13/2013 19:00,463.1,-1.3,0,-3.95,89.9,289.8,0.62,6.83,
12/13/2013 20:00,463.1,-1.7,0,-1.52,93.3,117.1,0.3,6.85,
12/13/2013 21:00,463.1,-1.3,0,-2.32,96.3,10.3,0.39,6.88,
12/13/2013 22:00,463.1,-1,0,-0.77,95.5,174.3,0.59,6.91,
12/13/2013 23:00,463.1,-1.4,0,-0.81,95.5,119.2,0.31,6.93,
12/14/2013 0:00,463.1,-1.4,0,-2.4,93,27.3,0.58,6.94,
12/14/2013 1:00,463.1,-0.7,0,-1.95,88,93.6,0.42,6.94,
