2000 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Column.Variable-units| Description,,,,,,,,
,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
,2. Precipitation-mm| Cumulative Shielded Rain gage Depth [mm],,,,,,,,
,"3. AirTemperature-C| Air Temperature at 2m above ground, Averaged [C]",,,,,,,,
,"4. SolarRadiation-Watts/m2| Solar Radiation, Averaged [Watts/m2]",,,,,,,,
,"5. Net Radiation-Watts/m2| Net Radiation, Averaged [Watts/m2]",,,,,,,,
,"6. Relative Humidity-%| Relative Humidity at 2m above ground , Averaged [%]",,,,,,,,
,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
,"8. Wind Speed-m/s| Wind Speed at 2m above ground, Averaged [m/s]",,,,,,,,
,"9.Snow Depth-cm| Filtered depth of snow above ground, Acoustic Sensor [cm]",,,,,,,,
,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
03/19/2000 04:00,243.40,3.7,-6999,-6999,94.80,313.4,2.38,3.07,
03/19/2000 05:00,243.40,3.2,-6999,-6999,98.30,303.1,1.70,1.10,
03/19/2000 06:00,243.40,2.9,-6999,-6999,97.10,306.2,3.01,7.02,
03/19/2000 07:00,243.40,-0.9,-6999,-6999,95.50,355.2,7.25,6.48,
03/19/2000 08:00,243.40,-2.7,-6999,-6999,71.30,341.7,8.15,8.89,
03/19/2000 09:00,243.40,-2.7,-6999,-6999,53.88,335.2,5.25,8.38,
03/19/2000 10:00,243.40,-3.0,-6999,-6999,57.06,330.0,4.01,10.33,
03/19/2000 11:00,243.40,-2.0,-6999,-6999,60.60,310.1,3.67,13.07,
03/19/2000 12:00,243.40,-1.0,-6999,-6999,61.44,312.0,3.58,-6999,
03/19/2000 13:00,243.40,-0.7,-6999,-6999,55.43,313.6,3.87,-6999,
03/19/2000 14:00,243.40,0.2,-6999,-6999,56.45,311.7,3.74,-6999,
03/19/2000 15:00,243.40,0.7,-6999,-6999,54.71,310.9,3.08,-6999,
03/19/2000 16:00,243.40,0.1,-6999,-6999,54.95,311.3,3.14,-6999,
03/19/2000 17:00,243.40,-1.9,-6999,-6999,70.20,327.6,2.71,-6999,
03/19/2000 18:00,243.80,-1.3,-6999,-6999,54.40,314.1,3.22,-6999,
03/19/2000 19:00,244.70,-2.1,-6999,-6999,56.72,312.8,3.12,-6999,
03/19/2000 20:00,245.00,-2.9,-6999,-6999,65.47,330.7,3.48,-6999,
03/19/2000 21:00,245.90,-3.7,-6999,-6999,69.29,337.7,3.29,-6999,
03/19/2000 22:00,246.40,-4.2,-6999,-6999,73.90,341.3,3.13,-6999,
03/19/2000 23:00,246.50,-4.7,-6999,-6999,74.70,36.8,2.03,-6999,
03/20/2000 00:00,256.90,-5.0,-6999,-6999,74.40,332.6,2.32,-6999,
03/20/2000 01:00,256.90,-5.1,-6999,-6999,69.34,48.5,2.08,-6999,
03/20/2000 02:00,256.90,-5.1,-6999,-6999,62.92,69.3,2.48,-6999,
03/20/2000 03:00,256.90,-5.3,-6999,-6999,61.45,326.6,1.40,-6999,
03/20/2000 04:00,256.90,-6.2,-6999,-6999,73.80,16.1,2.17,-6999,
03/20/2000 05:00,256.90,-6.4,-6999,-6999,73.50,6.2,2.38,-6999,
03/20/2000 06:00,256.90,-6.0,-6999,-6999,64.55,358.2,1.95,-6999,
03/20/2000 07:00,256.90,-5.9,-6999,-6999,60.81,78.7,2.44,-6999,
03/20/2000 08:00,256.90,-4.8,-6999,-6999,55.45,82.2,2.81,-6999,
03/20/2000 09:00,256.90,-3.6,-6999,-6999,52.25,73.0,3.19,-6999,
03/20/2000 10:00,256.90,-2.7,-6999,-6999,45.70,88.0,5.54,-6999,
03/20/2000 11:00,256.90,-1.9,-6999,-6999,43.57,72.6,4.75,-6999,
03/20/2000 12:00,256.90,-0.8,-6999,-6999,45.66,330.5,2.42,-6999,
03/20/2000 13:00,257.10,0.7,-6999,-6999,38.69,320.9,2.34,-6999,
03/20/2000 14:00,257.10,1.5,-6999,-6999,35.41,320.5,2.51,-6999,
03/20/2000 15:00,257.10,2.3,-6999,-6999,32.73,326.1,2.44,-6999,
03/20/2000 16:00,257.30,2.5,-6999,-6999,33.74,320.6,2.48,-6999,
03/20/2000 17:00,257.80,2.0,-6999,-6999,35.02,329.8,3.05,-6999,
03/20/2000 18:00,258.00,1.5,-6999,-6999,38.80,336.4,3.05,-6999,
03/20/2000 19:00,258.00,0.4,-6999,-6999,44.24,334.0,3.47,-6999,
03/20/2000 20:00,258.00,-0.5,-6999,-6999,50.69,348.3,4.22,-6999,
03/20/2000 21:00,258.00,-1.2,-6999,-6999,54.30,68.3,3.99,-6999,
03/20/2000 22:00,258.00,-0.2,-6999,-6999,42.00,26.7,3.19,-6999,
03/20/2000 23:00,258.00,0.5,-6999,-6999,33.83,58.6,3.77,-6999,
03/21/2000 00:00,258.30,0.8,-6999,-6999,29.18,45.3,3.08,-6999,
03/21/2000 01:00,258.30,-0.2,-6999,-6999,35.69,46.0,2.91,-6999,
03/21/2000 02:00,258.30,-0.5,-6999,-6999,35.08,313.8,1.17,-6999,
03/21/2000 03:00,258.30,-0.2,-6999,-6999,32.55,320.0,1.16,-6999,
03/21/2000 04:00,258.30,-0.5,-6999,-6999,33.41,338.7,0.80,-6999,
03/21/2000 05:00,258.30,-0.5,-6999,-6999,33.70,38.3,2.17,-6999,
03/21/2000 06:00,258.30,-0.4,-6999,-6999,32.85,3.2,1.89,-6999,
03/21/2000 07:00,258.30,-0.4,-6999,-6999,31.96,339.3,2.32,-6999,
03/21/2000 08:00,258.30,0.8,-6999,-6999,24.64,7.1,2.39,-6999,
03/21/2000 09:00,258.30,2.1,-6999,-6999,20.81,331.2,1.92,-6999,
03/21/2000 10:00,258.30,3.2,-6999,-6999,19.09,334.9,1.48,-6999,
03/21/2000 11:00,258.30,4.0,-6999,-6999,43.50,245.4,1.09,-6999,
03/21/2000 12:00,258.30,4.6,-6999,-6999,52.79,228.8,1.27,-6999,
03/21/2000 13:00,258.30,5.7,-6999,-6999,52.69,222.8,1.38,-6999,
03/21/2000 14:00,258.30,6.4,-6999,-6999,48.59,222.9,1.46,-6999,
03/21/2000 15:00,258.30,6.7,-6999,-6999,40.11,205.2,1.73,-6999,
03/21/2000 16:00,258.30,6.6,-6999,-6999,35.67,219.6,1.62,-6999,
03/21/2000 17:00,258.30,6.0,-6999,-6999,34.01,311.3,1.85,-6999,
03/21/2000 18:00,258.30,6.0,-6999,-6999,33.28,325.8,1.32,-6999,
03/21/2000 19:00,258.30,5.1,-6999,-6999,34.26,0.6,1.36,-6999,
03/21/2000 20:00,258.30,4.1,-6999,-6999,39.19,2.4,2.09,-6999,
03/21/2000 21:00,258.30,4.3,-6999,-6999,43.77,22.7,3.25,-6999,
03/21/2000 22:00,258.30,4.8,-6999,-6999,39.95,31.1,2.69,-6999,
03/21/2000 23:00,258.30,5.0,-6999,-6999,36.46,338.9,0.55,-6999,
03/22/2000 00:00,258.30,4.7,-6999,-6999,37.30,355.4,0.78,-6999,
03/22/2000 01:00,258.30,4.6,-6999,-6999,37.62,313.2,0.54,-6999,
03/22/2000 02:00,258.30,3.4,-6999,-6999,42.55,346.2,1.01,-6999,
03/22/2000 03:00,258.30,4.0,-6999,-6999,39.11,314.1,1.16,-6999,
03/22/2000 04:00,258.30,3.6,-6999,-6999,40.62,323.9,1.09,-6999,
03/22/2000 05:00,258.30,4.4,-6999,-6999,37.96,319.1,0.50,-6999,
03/22/2000 06:00,258.30,4.0,-6999,-6999,38.91,338.2,0.30,-6999,
03/22/2000 07:00,258.30,4.0,-6999,-6999,42.97,69.6,1.19,-6999,
03/22/2000 08:00,258.30,5.5,-6999,-6999,38.01,143.1,1.55,-6999,
03/22/2000 09:00,258.30,5.4,-6999,-6999,34.17,153.9,3.98,-6999,
03/22/2000 10:00,258.30,6.5,-6999,-6999,34.41,155.9,3.25,-6999,
03/22/2000 11:00,258.30,8.7,-6999,-6999,32.53,170.8,2.45,-6999,
03/22/2000 12:00,258.30,10.3,-6999,-6999,31.69,185.2,2.56,-6999,
03/22/2000 13:00,258.30,10.6,-6999,-6999,33.16,176.1,3.16,-6999,
03/22/2000 14:00,258.30,10.2,-6999,-6999,33.98,170.4,4.47,-6999,
03/22/2000 15:00,258.30,11.1,-6999,-6999,34.02,187.5,3.71,-6999,
03/22/2000 16:00,258.30,12.4,-6999,-6999,30.69,204.7,2.88,-6999,
03/22/2000 17:00,258.30,10.9,-6999,-6999,32.66,180.1,3.06,-6999,
03/22/2000 18:00,258.30,10.1,-6999,-6999,34.45,156.1,4.87,-6999,
03/22/2000 19:00,258.30,9.5,-6999,-6999,36.22,142.7,5.25,-6999,
03/22/2000 20:00,258.30,9.3,-6999,-6999,36.30,136.9,5.04,-6999,
03/22/2000 21:00,258.30,9.6,-6999,-6999,35.77,146.5,5.03,-6999,
03/22/2000 22:00,258.30,10.0,-6999,-6999,35.49,161.4,5.49,-6999,
03/22/2000 23:00,258.30,9.9,-6999,-6999,36.01,155.7,4.99,-6999,
03/23/2000 00:00,258.30,9.7,-6999,-6999,35.91,163.7,4.35,-6999,
03/23/2000 01:00,258.30,8.9,-6999,-6999,38.32,217.4,1.11,-6999,
03/23/2000 02:00,258.30,7.9,-6999,-6999,42.54,306.4,0.68,-6999,
03/23/2000 03:00,258.30,5.7,-6999,-6999,62.88,311.6,2.42,-6999,
03/23/2000 04:00,258.30,4.0,-6999,-6999,94.60,312.5,2.45,-6999,
03/23/2000 05:00,258.30,2.7,-6999,-6999,98.30,304.2,2.39,-6999,
03/23/2000 06:00,258.30,-0.1,-6999,-6999,99.40,334.6,3.98,-6999,
03/23/2000 07:00,258.30,-0.1,-6999,-6999,98.10,344.3,2.70,-6999,
03/23/2000 08:00,258.30,-0.3,-6999,-6999,99.10,315.6,1.83,-6999,
03/23/2000 09:00,258.30,-0.6,-6999,-6999,97.60,317.0,2.38,-6999,
03/23/2000 10:00,258.30,-0.9,-6999,-6999,95.00,316.7,2.42,-6999,
03/23/2000 11:00,258.30,-0.4,-6999,-6999,92.90,314.1,2.15,-6999,
03/23/2000 12:00,258.30,0.5,-6999,-6999,87.90,295.6,2.41,-6999,
03/23/2000 13:00,258.30,1.1,-6999,-6999,81.60,293.9,2.55,-6999,
03/23/2000 14:00,258.30,1.8,-6999,-6999,72.00,298.9,2.40,-6999,
03/23/2000 15:00,258.30,2.1,-6999,-6999,65.03,292.9,2.71,-6999,
03/23/2000 16:00,258.30,2.4,-6999,-6999,58.44,297.7,2.77,-6999,
03/23/2000 17:00,258.30,1.8,-6999,-6999,57.36,308.3,2.90,-6999,
03/23/2000 18:00,258.30,1.4,-6999,-6999,54.12,313.7,2.36,-6999,
03/23/2000 19:00,258.30,0.2,-6999,-6999,55.63,322.6,2.50,-6999,
03/23/2000 20:00,258.50,-0.9,-6999,-6999,59.34,350.7,0.76,-6999,
03/23/2000 21:00,258.50,-1.2,-6999,-6999,58.84,60.3,2.16,-6999,
03/23/2000 22:00,258.50,-1.2,-6999,-6999,56.86,62.8,3.72,-6999,
03/23/2000 23:00,258.50,-1.0,-6999,-6999,52.02,59.5,3.29,-6999,
03/24/2000 00:00,269.30,-1.1,-6999,-6999,51.38,60.2,2.56,-6999,
03/24/2000 01:00,269.30,-0.9,-6999,-6999,44.96,343.2,1.09,-6999,
03/24/2000 02:00,269.30,-1.3,-6999,-6999,45.74,323.2,0.41,-6999,
03/24/2000 03:00,269.30,-1.8,-6999,-6999,49.41,343.9,0.20,-6999,
03/24/2000 04:00,269.30,-1.4,-6999,-6999,48.20,323.3,0.34,-6999,
03/24/2000 05:00,269.30,-1.5,-6999,-6999,47.39,330.0,0.62,-6999,
03/24/2000 06:00,269.30,-1.9,-6999,-6999,51.92,349.0,0.71,-6999,
03/24/2000 07:00,269.30,-2.0,-6999,-6999,52.72,103.0,0.77,-6999,
03/24/2000 08:00,269.30,-0.2,-6999,-6999,44.63,153.7,0.41,-6999,
03/24/2000 09:00,269.30,1.0,-6999,-6999,42.20,167.7,1.85,-6999,
03/24/2000 10:00,269.30,3.0,-6999,-6999,41.86,205.6,1.34,-6999,
03/24/2000 11:00,269.30,4.3,-6999,-6999,41.86,221.4,1.43,-6999,
03/24/2000 12:00,269.30,5.3,-6999,-6999,38.61,208.0,1.55,-6999,
03/24/2000 13:00,269.30,6.0,-6999,-6999,39.09,214.6,1.70,-6999,
03/24/2000 14:00,269.40,7.2,-6999,-6999,36.82,214.0,1.77,-6999,
03/24/2000 15:00,269.40,8.1,-6999,-6999,37.43,210.9,1.74,-6999,
03/24/2000 16:00,269.40,8.1,-6999,-6999,35.37,216.8,1.69,-6999,
03/24/2000 17:00,269.40,7.0,-6999,-6999,32.51,176.5,2.26,-6999,
03/24/2000 18:00,269.40,5.7,-6999,-6999,29.70,153.8,3.66,-6999,
03/24/2000 19:00,269.40,5.1,-6999,-6999,32.38,134.3,3.99,-6999,
03/24/2000 20:00,269.40,4.8,-6999,-6999,31.52,140.0,4.94,-6999,
03/24/2000 21:00,269.40,4.9,-6999,-6999,30.27,130.6,3.29,-6999,
03/24/2000 22:00,269.40,5.0,-6999,-6999,32.75,131.1,3.09,-6999,
03/24/2000 23:00,269.40,5.1,-6999,-6999,33.35,134.0,3.80,-6999,
03/25/2000 00:00,269.80,5.5,-6999,-6999,32.52,138.4,4.79,-6999,
03/25/2000 01:00,269.80,5.7,-6999,-6999,32.98,136.4,5.02,-6999,
03/25/2000 02:00,269.80,5.8,-6999,-6999,32.99,142.0,4.86,-6999,
03/25/2000 03:00,269.80,5.6,-6999,-6999,34.50,134.4,4.68,-6999,
03/25/2000 04:00,269.80,5.4,-6999,-6999,35.40,132.9,4.51,-6999,
03/25/2000 05:00,269.80,5.6,-6999,-6999,35.01,135.6,4.72,-6999,
03/25/2000 06:00,269.80,5.7,-6999,-6999,34.82,134.6,4.68,-6999,
03/25/2000 07:00,269.80,6.0,-6999,-6999,33.92,138.8,4.91,-6999,
03/25/2000 08:00,269.80,6.8,-6999,-6999,33.59,138.0,4.52,-6999,
03/25/2000 09:00,269.80,8.3,-6999,-6999,32.17,142.8,4.91,-6999,
03/25/2000 10:00,269.80,9.4,-6999,-6999,31.43,146.4,4.87,-6999,
03/25/2000 11:00,269.80,10.9,-6999,-6999,32.15,166.1,3.02,-6999,
03/25/2000 12:00,269.80,10.2,-6999,-6999,40.01,179.2,1.24,-6999,
03/25/2000 13:00,269.80,10.2,-6999,-6999,39.28,180.5,1.80,-6999,
03/25/2000 14:00,269.80,11.5,-6999,-6999,38.06,191.4,2.22,-6999,
03/25/2000 15:00,269.80,14.2,-6999,-6999,35.11,209.9,1.38,-6999,
03/25/2000 16:00,269.80,12.9,-6999,-6999,37.14,205.9,1.07,-6999,
03/25/2000 17:00,269.80,11.7,-6999,-6999,42.62,214.1,0.83,-6999,
03/25/2000 18:00,269.80,10.3,-6999,-6999,50.33,208.6,0.78,-6999,
03/25/2000 19:00,269.80,8.6,-6999,-6999,60.19,97.5,0.21,-6999,
03/25/2000 20:00,269.80,8.3,-6999,-6999,56.82,72.3,0.70,-6999,
03/25/2000 21:00,269.80,8.3,-6999,-6999,53.57,306.4,0.54,-6999,
03/25/2000 22:00,269.80,8.0,-6999,-6999,55.07,322.9,0.08,-6999,
03/25/2000 23:00,269.80,7.7,-6999,-6999,58.32,323.4,0.80,-6999,
03/26/2000 00:00,269.80,6.8,-6999,-6999,62.93,321.9,1.33,-6999,
03/26/2000 01:00,269.80,6.2,-6999,-6999,67.39,328.0,1.21,-6999,
03/26/2000 02:00,269.80,6.5,-6999,-6999,62.63,342.8,1.38,-6999,
03/26/2000 03:00,269.80,6.5,-6999,-6999,59.65,349.2,1.34,-6999,
03/26/2000 04:00,269.80,6.4,-6999,-6999,53.83,20.0,1.73,-6999,
03/26/2000 05:00,269.80,6.3,-6999,-6999,52.74,7.0,1.14,-6999,
03/26/2000 06:00,269.80,5.1,-6999,-6999,63.50,312.6,0.34,-6999,
03/26/2000 07:00,269.80,4.5,-6999,-6999,66.04,355.2,0.55,-6999,
03/26/2000 08:00,269.80,7.5,-6999,-6999,51.05,352.5,0.31,-6999,
03/26/2000 09:00,269.80,9.6,-6999,-6999,47.16,239.9,0.32,-6999,
03/26/2000 10:00,269.80,9.8,-6999,-6999,51.98,235.3,0.56,-6999,
03/26/2000 11:00,269.80,10.9,-6999,-6999,50.56,245.0,0.87,-6999,
03/26/2000 12:00,269.80,11.8,-6999,-6999,45.32,243.7,1.24,-6999,
03/26/2000 13:00,269.80,11.8,-6999,-6999,41.23,274.8,1.58,-6999,
03/26/2000 14:00,269.80,12.1,-6999,-6999,40.07,271.2,1.81,-6999,
03/26/2000 15:00,269.80,12.7,-6999,-6999,32.36,282.8,1.41,-6999,
03/26/2000 16:00,269.80,13.0,-6999,-6999,32.65,275.7,1.45,-6999,
03/26/2000 17:00,269.80,12.7,-6999,-6999,33.11,269.7,1.26,-6999,
03/26/2000 18:00,269.80,11.8,-6999,-6999,34.01,312.9,0.75,-6999,
03/26/2000 19:00,269.80,10.7,-6999,-6999,37.30,26.4,0.71,-6999,
03/26/2000 20:00,269.80,9.5,-6999,-6999,38.85,42.8,1.52,-6999,
03/26/2000 21:00,269.80,9.7,-6999,-6999,34.95,49.6,1.62,-6999,
03/26/2000 22:00,269.80,9.7,-6999,-6999,33.81,48.4,1.57,-6999,
03/26/2000 23:00,269.80,9.7,-6999,-6999,32.91,40.7,1.02,-6999,
03/27/2000 00:00,269.80,9.0,-6999,-6999,36.33,85.5,1.71,-6999,
03/27/2000 01:00,269.80,9.5,-6999,-6999,34.28,108.4,1.64,-6999,
03/27/2000 02:00,269.80,9.1,-6999,-6999,35.42,90.0,1.58,-6999,
03/27/2000 03:00,269.80,9.5,-6999,-6999,34.92,125.8,2.89,-6999,
03/27/2000 04:00,269.80,9.1,-6999,-6999,35.29,100.4,2.10,-6999,
03/27/2000 05:00,269.80,9.0,-6999,-6999,37.06,111.2,2.11,-6999,
03/27/2000 06:00,269.80,9.1,-6999,-6999,35.06,119.0,2.73,-6999,
03/27/2000 07:00,269.80,9.4,-6999,-6999,35.11,129.5,2.53,-6999,
03/27/2000 08:00,269.80,11.0,-6999,-6999,32.98,153.9,1.55,-6999,
03/27/2000 09:00,269.80,12.5,-6999,-6999,32.09,170.3,2.15,-6999,
03/27/2000 10:00,269.80,13.1,-6999,-6999,33.25,176.7,1.66,-6999,
03/27/2000 11:00,269.80,14.7,-6999,-6999,33.71,194.2,2.07,-6999,
03/27/2000 12:00,269.80,13.8,-6999,-6999,41.07,195.1,1.38,-6999,
03/27/2000 13:00,269.80,12.3,-6999,-6999,49.26,232.5,0.88,-6999,
03/27/2000 14:00,269.80,13.7,-6999,-6999,43.19,216.9,1.23,-6999,
03/27/2000 15:00,269.80,13.3,-6999,-6999,42.20,289.4,1.57,-6999,
03/27/2000 16:00,269.80,11.0,-6999,-6999,39.55,329.1,1.73,-6999,
03/27/2000 17:00,269.80,10.0,-6999,-6999,41.03,318.0,2.40,-6999,
03/27/2000 18:00,269.80,7.8,-6999,-6999,56.59,350.1,1.79,-6999,
03/27/2000 19:00,269.80,7.3,-6999,-6999,59.28,325.3,1.46,-6999,
03/27/2000 20:00,269.80,6.5,-6999,-6999,63.56,34.8,2.81,-6999,
03/27/2000 21:00,269.80,6.7,-6999,-6999,59.48,342.8,0.99,-6999,
03/27/2000 22:00,269.80,6.7,-6999,-6999,58.54,320.3,0.61,-6999,
03/27/2000 23:00,269.80,5.6,-6999,-6999,70.30,321.4,1.51,-6999,
03/28/2000 00:00,269.80,2.5,-6999,-6999,95.90,321.9,3.48,-6999,
03/28/2000 01:00,269.80,1.1,-6999,-6999,93.30,2.1,3.22,-6999,
03/28/2000 02:00,269.80,1.6,-6999,-6999,89.10,323.8,1.84,-6999,
03/28/2000 03:00,269.80,1.3,-6999,-6999,92.60,318.0,2.07,-6999,
03/28/2000 04:00,269.80,1.0,-6999,-6999,95.70,314.5,2.20,-6999,
03/28/2000 05:00,269.80,0.0,-6999,-6999,94.10,325.9,3.23,-6999,
03/28/2000 06:00,269.80,-0.8,-6999,-6999,90.20,331.5,3.99,-6999,
03/28/2000 07:00,269.80,-1.5,-6999,-6999,89.40,323.1,2.43,-6999,
03/28/2000 08:00,269.80,-2.1,-6999,-6999,88.80,310.1,2.41,-6999,
03/28/2000 09:00,269.80,-2.7,-6999,-6999,91.10,307.5,2.77,-6999,
03/28/2000 10:00,269.80,-2.1,-6999,-6999,84.20,304.8,2.54,-6999,
03/28/2000 11:00,269.80,-1.6,-6999,-6999,78.50,306.3,2.50,-6999,
03/28/2000 12:00,269.80,-0.1,-6999,-6999,70.50,304.7,2.66,-6999,
03/28/2000 13:00,269.80,0.7,-6999,-6999,62.92,300.8,2.96,-6999,
03/28/2000 14:00,269.80,1.3,-6999,-6999,59.61,302.1,2.96,-6999,
03/28/2000 15:00,269.80,2.2,-6999,-6999,55.13,302.7,3.00,-6999,
03/28/2000 16:00,269.80,2.8,-6999,-6999,49.92,298.4,3.01,-6999,
03/28/2000 17:00,269.80,3.0,-6999,-6999,45.34,309.5,2.90,-6999,
03/28/2000 18:00,269.80,2.2,-6999,-6999,43.12,319.2,2.81,-6999,
03/28/2000 19:00,269.80,1.5,-6999,-6999,48.12,324.2,2.35,-6999,
03/28/2000 20:00,269.80,0.4,-6999,-6999,55.07,312.9,2.24,-6999,
03/28/2000 21:00,269.80,-0.4,-6999,-6999,58.05,334.9,2.83,-6999,
03/28/2000 22:00,269.80,-1.2,-6999,-6999,64.45,48.0,2.88,-6999,
03/28/2000 23:00,269.80,-1.2,-6999,-6999,66.16,48.2,3.52,-6999,
03/29/2000 00:00,271.60,-1.2,-6999,-6999,60.72,67.2,3.93,-6999,
03/29/2000 01:00,271.60,-1.1,-6999,-6999,54.62,74.1,3.58,-6999,
03/29/2000 02:00,271.60,-1.2,-6999,-6999,50.87,45.6,1.67,-6999,
03/29/2000 03:00,271.60,-1.1,-6999,-6999,47.98,343.3,0.38,-6999,
03/29/2000 04:00,271.60,-1.7,-6999,-6999,55.08,317.2,0.39,-6999,
03/29/2000 05:00,271.60,-2.0,-6999,-6999,58.58,1.7,0.52,-6999,
03/29/2000 06:00,271.60,-1.9,-6999,-6999,57.93,329.3,0.55,-6999,
03/29/2000 07:00,271.60,-1.8,-6999,-6999,59.38,322.4,0.79,-6999,
03/29/2000 08:00,271.60,0.3,-6999,-6999,52.82,305.2,0.55,-6999,
03/29/2000 09:00,271.60,1.8,-6999,-6999,49.77,261.9,0.68,-6999,
03/29/2000 10:00,271.60,3.3,-6999,-6999,51.14,239.4,1.02,-6999,
03/29/2000 11:00,271.60,2.3,-6999,-6999,62.80,215.8,1.12,-6999,
03/29/2000 12:00,271.60,3.0,-6999,-6999,62.75,256.4,1.46,-6999,
03/29/2000 13:00,271.60,2.8,-6999,-6999,59.04,280.1,1.75,-6999,
03/29/2000 14:00,271.60,2.6,-6999,-6999,57.54,301.0,2.09,-6999,
03/29/2000 15:00,271.60,2.5,-6999,-6999,57.47,296.6,2.92,-6999,
03/29/2000 16:00,271.60,1.6,-6999,-6999,59.16,300.8,2.97,-6999,
03/29/2000 17:00,271.60,-0.6,-6999,-6999,82.90,341.0,4.72,-6999,
03/29/2000 18:00,271.60,-1.5,-6999,-6999,83.30,344.2,4.16,-6999,
03/29/2000 19:00,271.60,-1.3,-6999,-6999,84.20,339.0,4.30,-6999,
03/29/2000 20:00,271.60,-1.8,-6999,-6999,80.60,338.2,5.55,-6999,
03/29/2000 21:00,271.60,-2.0,-6999,-6999,82.10,338.9,4.09,-6999,
03/29/2000 22:00,271.60,-2.1,-6999,-6999,82.70,340.2,3.75,-6999,
03/29/2000 23:00,271.60,-2.3,-6999,-6999,82.20,13.7,3.85,-6999,
03/30/2000 00:00,272.10,-2.2,-6999,-6999,73.90,36.7,4.33,-6999,
03/30/2000 01:00,272.10,-2.2,-6999,-6999,66.98,26.4,4.20,-6999,
03/30/2000 02:00,272.10,-1.3,-6999,-6999,53.56,56.8,4.42,-6999,
03/30/2000 03:00,272.10,-1.0,-6999,-6999,50.40,70.1,5.21,-6999,
03/30/2000 04:00,272.10,-1.2,-6999,-6999,50.29,73.4,3.59,-6999,
03/30/2000 05:00,272.10,-2.1,-6999,-6999,53.52,317.2,0.79,-6999,
03/30/2000 06:00,272.10,-2.1,-6999,-6999,53.74,323.9,0.80,-6999,
03/30/2000 07:00,272.10,-2.5,-6999,-6999,55.83,343.8,1.19,-6999,
03/30/2000 08:00,272.10,0.4,-6999,-6999,46.28,56.3,0.88,-6999,
03/30/2000 09:00,272.10,2.2,-6999,-6999,41.06,297.7,0.78,-6999,
03/30/2000 10:00,272.10,3.0,-6999,-6999,48.67,256.7,0.88,-6999,
03/30/2000 11:00,272.10,4.0,-6999,-6999,47.80,236.0,1.16,-6999,
03/30/2000 12:00,272.20,4.7,-6999,-6999,48.35,229.0,1.42,-6999,
03/30/2000 13:00,272.20,5.6,-6999,-6999,49.68,237.1,1.64,-6999,
03/30/2000 14:00,272.20,6.1,-6999,-6999,44.22,287.7,1.93,-6999,
03/30/2000 15:00,272.20,6.1,-6999,-6999,40.72,301.4,2.34,-6999,
03/30/2000 16:00,272.20,5.2,-6999,-6999,39.13,351.0,2.48,-6999,
03/30/2000 17:00,272.20,4.9,-6999,-6999,40.91,336.0,2.36,-6999,
03/30/2000 18:00,272.20,5.0,-6999,-6999,40.41,327.0,1.91,-6999,
03/30/2000 19:00,272.20,4.4,-6999,-6999,41.57,322.4,2.09,-6999,
03/30/2000 20:00,272.20,3.6,-6999,-6999,41.43,338.8,5.01,-6999,
03/30/2000 21:00,272.20,2.8,-6999,-6999,45.40,2.5,1.57,-6999,
03/30/2000 22:00,272.20,2.6,-6999,-6999,44.33,6.1,2.21,-6999,
03/30/2000 23:00,272.20,2.5,-6999,-6999,45.32,357.9,3.31,-6999,
03/31/2000 00:00,272.20,2.4,-6999,-6999,41.16,24.0,3.87,-6999,
03/31/2000 01:00,272.20,3.1,-6999,-6999,37.45,13.8,3.84,-6999,
03/31/2000 02:00,272.20,2.8,-6999,-6999,37.42,13.0,3.16,-6999,
03/31/2000 03:00,272.20,1.3,-6999,-6999,47.96,19.8,3.81,-6999,
03/31/2000 04:00,272.20,1.8,-6999,-6999,38.85,6.2,3.67,-6999,
03/31/2000 05:00,272.20,3.4,-6999,-6999,21.32,327.8,1.35,-6999,
03/31/2000 06:00,272.20,2.1,-6999,-6999,24.91,348.2,1.02,-6999,
03/31/2000 07:00,272.20,1.5,-6999,-6999,23.90,338.9,1.46,-6999,
03/31/2000 08:00,272.20,3.9,-6999,-6999,16.07,42.7,1.69,-6999,
03/31/2000 09:00,272.20,5.9,-6999,-6999,17.18,59.4,1.08,-6999,
03/31/2000 10:00,272.20,6.1,-6999,-6999,26.25,318.8,1.38,-6999,
03/31/2000 11:00,272.20,7.7,-6999,-6999,33.54,202.9,1.42,-6999,
03/31/2000 12:00,272.20,8.8,-6999,-6999,29.82,196.1,1.43,-6999,
03/31/2000 13:00,272.20,8.5,-6999,-6999,26.27,336.4,2.64,-6999,
03/31/2000 14:00,272.20,8.3,-6999,-6999,24.82,354.7,3.23,-6999,
