2000 Treeline Meterological Hourly Data (Summary),,,,,,,,,
,,,,,,,,,
Reference Dataset with the following format:,,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Column.Variable-units| Description,,,,,,,,
,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,,
,2. Precipitation-mm| Cumulative Shielded Rain gage Depth [mm],,,,,,,,
,"3. AirTemperature-C| Air Temperature at 2m above ground, Averaged [C]",,,,,,,,
,"4. SolarRadiation-Watts/m2| Solar Radiation, Averaged [Watts/m2]",,,,,,,,
,"5. Net Radiation-Watts/m2| Net Radiation, Averaged [Watts/m2]",,,,,,,,
,"6. Relative Humidity-%| Relative Humidity at 2m above ground , Averaged [%]",,,,,,,,
,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,,
,"8. Wind Speed-m/s| Wind Speed at 2m above ground, Averaged [m/s]",,,,,,,,
,"9.Snow Depth-cm| Filtered depth of snow above ground, Acoustic Sensor [cm]",,,,,,,,
,Note: -6999 denotes missing data,,,,,,,,
,,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm,
07/16/2000 23:00,375.10,23.0,-6999,-6999,22.19,24.4,4.34,-6999,
07/17/2000 00:00,375.10,22.9,-6999,-6999,21.60,17.7,4.42,-6999,
07/17/2000 01:00,375.10,22.7,-6999,-6999,21.23,23.2,4.44,-6999,
07/17/2000 02:00,375.10,22.6,-6999,-6999,21.32,44.1,4.07,-6999,
07/17/2000 03:00,375.10,23.5,-6999,-6999,19.16,36.3,3.73,-6999,
07/17/2000 04:00,375.10,23.3,-6999,-6999,19.56,26.8,3.01,-6999,
07/17/2000 05:00,375.10,23.1,-6999,-6999,20.96,62.2,3.47,-6999,
07/17/2000 06:00,375.10,22.8,-6999,-6999,22.63,44.5,2.73,-6999,
07/17/2000 07:00,375.10,23.1,-6999,-6999,23.68,69.0,5.00,-6999,
07/17/2000 08:00,375.10,22.5,-6999,-6999,25.52,66.4,2.88,-6999,
07/17/2000 09:00,375.10,24.2,-6999,-6999,24.38,296.6,1.10,-6999,
07/17/2000 10:00,375.10,23.1,-6999,-6999,29.11,198.2,0.84,-6999,
07/17/2000 11:00,375.10,17.6,-6999,-6999,39.05,124.4,0.99,-6999,
07/17/2000 12:00,375.10,19.5,-6999,-6999,34.14,10.5,2.06,-6999,
07/17/2000 13:00,375.10,20.9,-6999,-6999,31.65,9.5,1.69,-6999,
07/17/2000 14:00,375.10,19.6,-6999,-6999,36.81,55.8,4.22,-6999,
07/17/2000 15:00,375.10,21.7,-6999,-6999,31.27,53.6,3.71,-6999,
07/17/2000 16:00,375.10,23.2,-6999,-6999,27.69,344.3,3.12,-6999,
07/17/2000 17:00,375.10,23.4,-6999,-6999,26.85,347.9,2.76,-6999,
07/17/2000 18:00,375.10,22.8,-6999,-6999,26.86,348.0,2.54,-6999,
07/17/2000 19:00,375.10,22.9,-6999,-6999,26.71,318.0,1.60,-6999,
07/17/2000 20:00,375.10,22.6,-6999,-6999,26.49,312.3,0.86,-6999,
07/17/2000 21:00,375.10,20.5,-6999,-6999,32.27,321.4,0.90,-6999,
07/17/2000 22:00,375.10,18.9,-6999,-6999,40.14,214.1,0.49,-6999,
07/17/2000 23:00,375.10,17.3,-6999,-6999,47.30,326.2,0.35,-6999,
07/18/2000 00:00,375.10,18.0,-6999,-6999,39.53,317.9,1.18,-6999,
07/18/2000 01:00,375.10,17.1,-6999,-6999,44.03,19.7,0.79,-6999,
07/18/2000 02:00,375.10,17.2,-6999,-6999,42.19,354.9,1.26,-6999,
07/18/2000 03:00,375.10,17.7,-6999,-6999,38.42,50.2,1.29,-6999,
07/18/2000 04:00,375.10,17.9,-6999,-6999,36.74,340.3,0.83,-6999,
07/18/2000 05:00,375.10,18.0,-6999,-6999,35.83,323.6,0.82,-6999,
07/18/2000 06:00,375.10,15.9,-6999,-6999,42.81,327.1,0.47,-6999,
07/18/2000 07:00,375.10,16.5,-6999,-6999,45.24,9.5,0.69,-6999,
07/18/2000 08:00,375.10,18.1,-6999,-6999,37.91,61.2,1.26,-6999,
07/18/2000 09:00,375.10,19.9,-6999,-6999,35.99,315.2,0.75,-6999,
07/18/2000 10:00,375.10,21.5,-6999,-6999,36.70,237.7,0.95,-6999,
07/18/2000 11:00,375.10,23.6,-6999,-6999,33.50,212.9,1.24,-6999,
07/18/2000 12:00,375.10,25.4,-6999,-6999,29.53,215.3,1.45,-6999,
07/18/2000 13:00,375.10,25.9,-6999,-6999,28.12,213.3,1.53,-6999,
07/18/2000 14:00,375.10,25.1,-6999,-6999,25.29,262.5,1.27,-6999,
07/18/2000 15:00,375.10,26.4,-6999,-6999,21.93,279.9,1.59,-6999,
07/18/2000 16:00,375.10,25.6,-6999,-6999,23.33,297.9,1.41,-6999,
07/18/2000 17:00,375.10,26.1,-6999,-6999,22.86,225.3,1.17,-6999,
07/18/2000 18:00,375.10,24.2,-6999,-6999,27.76,236.0,1.21,-6999,
07/18/2000 19:00,375.10,19.1,-6999,-6999,47.79,308.1,2.86,-6999,
07/18/2000 20:00,375.10,15.6,-6999,-6999,58.80,324.1,3.66,-6999,
07/18/2000 21:00,375.10,19.2,-6999,-6999,33.89,32.9,2.27,-6999,
07/18/2000 22:00,375.10,18.7,-6999,-6999,34.84,15.9,1.56,-6999,
07/18/2000 23:00,375.10,18.7,-6999,-6999,34.49,55.2,4.17,-6999,
07/19/2000 00:00,375.20,19.6,-6999,-6999,32.77,8.6,3.00,-6999,
07/19/2000 01:00,375.20,18.8,-6999,-6999,36.34,330.5,1.19,-6999,
07/19/2000 02:00,375.20,15.9,-6999,-6999,48.20,296.1,0.24,-6999,
07/19/2000 03:00,375.20,16.9,-6999,-6999,40.79,96.6,1.27,-6999,
07/19/2000 04:00,375.20,16.9,-6999,-6999,46.24,189.8,1.27,-6999,
07/19/2000 05:00,375.20,16.2,-6999,-6999,54.12,206.0,1.13,-6999,
07/19/2000 06:00,375.20,16.0,-6999,-6999,55.46,214.1,0.94,-6999,
07/19/2000 07:00,375.20,18.4,-6999,-6999,49.27,205.4,0.42,-6999,
07/19/2000 08:00,375.20,20.7,-6999,-6999,43.34,203.7,0.65,-6999,
07/19/2000 09:00,375.20,21.7,-6999,-6999,40.87,213.2,0.62,-6999,
07/19/2000 10:00,375.20,23.0,-6999,-6999,38.30,248.5,0.65,-6999,
07/19/2000 11:00,375.30,23.7,-6999,-6999,37.25,236.3,0.91,-6999,
07/19/2000 12:00,375.30,25.0,-6999,-6999,34.30,225.8,1.14,-6999,
07/19/2000 13:00,375.50,26.1,-6999,-6999,31.96,223.3,1.20,-6999,
07/19/2000 14:00,375.80,27.3,-6999,-6999,30.82,217.1,1.45,-6999,
07/19/2000 15:00,375.80,27.6,-6999,-6999,28.10,251.9,1.27,-6999,
07/19/2000 16:00,375.80,27.3,-6999,-6999,20.32,290.1,1.40,-6999,
07/19/2000 17:00,375.80,27.3,-6999,-6999,14.43,284.0,1.26,-6999,
07/19/2000 18:00,375.90,26.4,-6999,-6999,20.68,289.7,1.51,-6999,
07/19/2000 19:00,376.30,25.1,-6999,-6999,17.95,329.2,1.84,-6999,
07/19/2000 20:00,377.00,23.9,-6999,-6999,18.56,30.6,2.07,-6999,
07/19/2000 21:00,377.00,22.8,-6999,-6999,19.83,47.8,2.42,-6999,
07/19/2000 22:00,377.00,22.3,-6999,-6999,20.14,56.4,3.10,-6999,
07/19/2000 23:00,377.00,22.8,-6999,-6999,18.47,64.9,4.14,-6999,
07/20/2000 00:00,377.00,21.8,-6999,-6999,22.15,331.5,2.10,-6999,
07/20/2000 01:00,377.00,20.3,-6999,-6999,26.77,355.0,1.33,-6999,
07/20/2000 02:00,377.00,20.2,-6999,-6999,28.51,41.4,4.64,-6999,
07/20/2000 03:00,377.00,19.7,-6999,-6999,33.37,24.9,5.37,-6999,
07/20/2000 04:00,377.00,19.6,-6999,-6999,34.85,37.7,4.77,-6999,
07/20/2000 05:00,377.00,19.6,-6999,-6999,34.44,28.1,2.32,-6999,
07/20/2000 06:00,377.00,19.6,-6999,-6999,33.63,331.1,1.12,-6999,
07/20/2000 07:00,377.00,21.7,-6999,-6999,31.22,340.5,0.58,-6999,
07/20/2000 08:00,377.00,23.8,-6999,-6999,29.38,153.8,0.49,-6999,
07/20/2000 09:00,377.00,25.1,-6999,-6999,27.86,228.0,0.50,-6999,
07/20/2000 10:00,377.00,25.7,-6999,-6999,28.07,228.5,0.95,-6999,
07/20/2000 11:00,377.00,26.3,-6999,-6999,26.31,219.7,1.03,-6999,
07/20/2000 12:00,377.00,27.3,-6999,-6999,24.38,234.2,1.32,-6999,
07/20/2000 13:00,377.00,28.4,-6999,-6999,23.27,222.4,1.41,-6999,
07/20/2000 14:00,377.00,29.3,-6999,-6999,20.67,228.6,1.69,-6999,
07/20/2000 15:00,377.00,29.7,-6999,-6999,18.51,244.0,1.45,-6999,
07/20/2000 16:00,377.00,29.1,-6999,-6999,15.61,266.7,1.60,-6999,
07/20/2000 17:00,377.00,28.9,-6999,-6999,13.80,285.7,1.94,-6999,
07/20/2000 18:00,377.00,28.2,-6999,-6999,11.80,294.8,1.83,-6999,
07/20/2000 19:00,377.00,26.7,-6999,-6999,10.61,307.9,1.61,-6999,
07/20/2000 20:00,377.00,25.5,-6999,-6999,11.79,348.0,1.53,-6999,
07/20/2000 21:00,377.00,23.8,-6999,-6999,14.84,46.9,2.50,-6999,
07/20/2000 22:00,377.00,23.5,-6999,-6999,16.21,57.2,2.93,-6999,
07/20/2000 23:00,377.00,23.8,-6999,-6999,15.79,45.3,3.12,-6999,
07/21/2000 00:00,377.00,23.7,-6999,-6999,15.15,45.3,2.94,-6999,
07/21/2000 01:00,377.00,23.3,-6999,-6999,17.72,20.5,2.42,-6999,
07/21/2000 02:00,377.00,23.4,-6999,-6999,18.04,18.6,2.45,-6999,
07/21/2000 03:00,377.00,23.7,-6999,-6999,17.20,75.7,3.29,-6999,
07/21/2000 04:00,377.00,23.6,-6999,-6999,16.76,64.3,3.40,-6999,
07/21/2000 05:00,377.00,23.0,-6999,-6999,16.20,51.9,2.15,-6999,
07/21/2000 06:00,377.00,22.5,-6999,-6999,15.91,13.1,1.72,-6999,
07/21/2000 07:00,377.00,23.8,-6999,-6999,17.00,325.0,0.94,-6999,
07/21/2000 08:00,377.00,25.1,-6999,-6999,19.64,147.4,0.98,-6999,
07/21/2000 09:00,377.00,26.7,-6999,-6999,20.02,201.4,0.91,-6999,
07/21/2000 10:00,377.00,27.6,-6999,-6999,19.54,206.8,0.88,-6999,
07/21/2000 11:00,377.00,28.7,-6999,-6999,18.78,218.4,1.15,-6999,
07/21/2000 12:00,377.00,29.1,-6999,-6999,16.43,198.8,1.36,-6999,
07/21/2000 13:00,377.00,31.0,-6999,-6999,11.07,193.1,1.52,-6999,
07/21/2000 14:00,377.00,31.9,-6999,-6999,11.15,228.6,1.31,-6999,
07/21/2000 15:00,377.00,31.4,-6999,-6999,10.39,177.3,1.80,-6999,
07/21/2000 16:00,377.00,31.2,-6999,-6999,10.31,192.7,1.65,-6999,
07/21/2000 17:00,377.00,31.7,-6999,-6999,9.13,195.0,1.33,-6999,
07/21/2000 18:00,377.00,30.4,-6999,-6999,9.78,143.5,2.76,-6999,
07/21/2000 19:00,377.00,29.3,-6999,-6999,9.67,133.5,4.14,-6999,
07/21/2000 20:00,377.00,28.6,-6999,-6999,9.64,89.5,4.21,-6999,
07/21/2000 21:00,377.00,28.0,-6999,-6999,10.42,106.2,4.52,-6999,
07/21/2000 22:00,377.00,28.1,-6999,-6999,10.31,135.3,5.37,-6999,
07/21/2000 23:00,377.00,28.3,-6999,-6999,10.68,135.0,5.67,-6999,
07/22/2000 00:00,377.00,28.0,-6999,-6999,11.06,135.2,5.15,-6999,
07/22/2000 01:00,377.00,27.8,-6999,-6999,11.25,136.1,5.91,-6999,
07/22/2000 02:00,377.00,27.5,-6999,-6999,11.30,135.1,6.13,-6999,
07/22/2000 03:00,377.00,26.7,-6999,-6999,11.81,136.6,6.41,-6999,
07/22/2000 04:00,377.00,26.5,-6999,-6999,11.71,139.8,7.64,-6999,
07/22/2000 05:00,377.00,26.3,-6999,-6999,11.86,143.6,8.47,-6999,
07/22/2000 06:00,377.00,26.0,-6999,-6999,12.25,144.8,6.49,-6999,
07/22/2000 07:00,377.00,26.0,-6999,-6999,13.29,148.5,6.10,-6999,
07/22/2000 08:00,377.00,26.3,-6999,-6999,14.57,183.9,2.77,-6999,
07/22/2000 09:00,377.00,28.1,-6999,-6999,14.38,241.0,0.67,-6999,
07/22/2000 10:00,377.00,28.8,-6999,-6999,15.17,214.7,0.80,-6999,
07/22/2000 11:00,377.00,30.1,-6999,-6999,14.08,216.8,1.24,-6999,
07/22/2000 12:00,377.00,31.4,-6999,-6999,13.26,212.8,1.89,-6999,
07/22/2000 13:00,377.00,31.8,-6999,-6999,12.81,212.9,1.69,-6999,
07/22/2000 14:00,377.00,31.6,-6999,-6999,11.95,214.8,1.60,-6999,
07/22/2000 15:00,377.00,32.0,-6999,-6999,9.99,221.5,1.39,-6999,
07/22/2000 16:00,377.00,31.1,-6999,-6999,9.66,285.8,1.79,-6999,
07/22/2000 17:00,377.00,30.4,-6999,-6999,11.17,285.4,1.27,-6999,
07/22/2000 18:00,377.00,30.0,-6999,-6999,11.55,311.6,1.48,-6999,
07/22/2000 19:00,377.00,28.9,-6999,-6999,12.01,306.3,1.40,-6999,
07/22/2000 20:00,377.00,27.9,-6999,-6999,14.71,331.0,1.87,-6999,
07/22/2000 21:00,377.00,26.1,-6999,-6999,16.78,335.5,2.03,-6999,
07/22/2000 22:00,377.00,25.7,-6999,-6999,10.86,324.1,2.46,-6999,
07/22/2000 23:00,377.00,25.2,-6999,-6999,11.21,327.1,2.22,-6999,
07/23/2000 00:00,377.00,24.6,-6999,-6999,15.36,339.9,2.81,-6999,
07/23/2000 01:00,377.00,23.2,-6999,-6999,15.76,53.3,2.85,-6999,
07/23/2000 02:00,377.00,22.9,-6999,-6999,22.10,27.7,2.60,-6999,
07/23/2000 03:00,377.00,21.3,-6999,-6999,25.71,38.9,2.17,-6999,
07/23/2000 04:00,377.00,20.5,-6999,-6999,34.09,34.1,1.93,-6999,
07/23/2000 05:00,377.00,20.0,-6999,-6999,37.70,11.1,1.55,-6999,
07/23/2000 06:00,377.00,20.1,-6999,-6999,36.89,358.9,1.24,-6999,
07/23/2000 07:00,377.00,20.7,-6999,-6999,36.22,38.2,1.64,-6999,
07/23/2000 08:00,377.00,21.6,-6999,-6999,35.77,16.4,2.09,-6999,
07/23/2000 09:00,377.00,22.4,-6999,-6999,34.78,353.5,1.81,-6999,
07/23/2000 10:00,377.00,22.6,-6999,-6999,38.36,263.3,0.85,-6999,
07/23/2000 11:00,377.00,23.8,-6999,-6999,33.86,231.0,1.16,-6999,
07/23/2000 12:00,377.00,25.0,-6999,-6999,30.14,264.9,1.91,-6999,
07/23/2000 13:00,377.00,25.7,-6999,-6999,25.57,287.1,2.24,-6999,
07/23/2000 14:00,377.00,27.1,-6999,-6999,18.19,320.8,2.03,-6999,
07/23/2000 15:00,377.00,27.2,-6999,-6999,16.21,290.2,2.31,-6999,
07/23/2000 16:00,377.00,26.9,-6999,-6999,15.97,289.3,2.28,-6999,
07/23/2000 17:00,377.00,26.5,-6999,-6999,14.35,300.7,2.24,-6999,
07/23/2000 18:00,377.00,26.1,-6999,-6999,13.55,296.1,1.71,-6999,
07/23/2000 19:00,377.00,24.8,-6999,-6999,13.09,310.5,1.57,-6999,
07/23/2000 20:00,377.00,23.6,-6999,-6999,13.23,1.3,2.75,-6999,
07/23/2000 21:00,377.00,22.3,-6999,-6999,14.81,50.2,2.74,-6999,
07/23/2000 22:00,377.00,22.0,-6999,-6999,14.57,63.2,4.47,-6999,
07/23/2000 23:00,377.00,22.1,-6999,-6999,14.34,59.5,4.24,-6999,
07/24/2000 00:00,377.00,21.4,-6999,-6999,14.34,62.7,3.76,-6999,
07/24/2000 01:00,377.00,20.5,-6999,-6999,14.30,50.8,3.31,-6999,
07/24/2000 02:00,377.00,20.2,-6999,-6999,14.98,52.6,3.05,-6999,
07/24/2000 03:00,377.00,20.0,-6999,-6999,15.26,52.5,2.77,-6999,
07/24/2000 04:00,377.00,19.8,-6999,-6999,16.79,53.0,2.72,-6999,
07/24/2000 05:00,377.00,19.7,-6999,-6999,18.56,51.3,2.34,-6999,
07/24/2000 06:00,377.00,19.4,-6999,-6999,19.29,358.2,1.51,-6999,
07/24/2000 07:00,377.00,21.0,-6999,-6999,18.57,351.5,1.07,-6999,
07/24/2000 08:00,377.00,23.2,-6999,-6999,19.39,184.3,0.40,-6999,
07/24/2000 09:00,377.00,23.8,-6999,-6999,20.26,220.2,0.62,-6999,
07/24/2000 10:00,377.00,24.5,-6999,-6999,20.51,242.7,0.77,-6999,
07/24/2000 11:00,377.00,25.3,-6999,-6999,21.36,235.2,0.96,-6999,
07/24/2000 12:00,377.00,27.0,-6999,-6999,21.24,216.6,1.35,-6999,
07/24/2000 13:00,377.10,27.6,-6999,-6999,19.98,221.9,1.78,-6999,
07/24/2000 14:00,377.10,28.2,-6999,-6999,15.48,276.8,1.75,-6999,
07/24/2000 15:00,377.10,27.8,-6999,-6999,14.44,283.7,1.75,-6999,
07/24/2000 16:00,377.10,28.3,-6999,-6999,13.47,284.6,1.72,-6999,
07/24/2000 17:00,377.10,26.9,-6999,-6999,13.85,0.4,2.09,-6999,
07/24/2000 18:00,377.10,26.2,-6999,-6999,14.24,352.1,2.53,-6999,
07/24/2000 19:00,377.10,25.3,-6999,-6999,14.80,349.1,3.01,-6999,
07/24/2000 20:00,377.10,24.6,-6999,-6999,15.16,2.1,3.04,-6999,
07/24/2000 21:00,377.10,23.7,-6999,-6999,15.48,39.6,2.95,-6999,
07/24/2000 22:00,377.10,23.4,-6999,-6999,15.19,60.7,3.20,-6999,
07/24/2000 23:00,377.20,23.4,-6999,-6999,14.99,42.6,2.15,-6999,
07/25/2000 00:00,377.40,22.7,-6999,-6999,15.79,320.4,0.84,-6999,
07/25/2000 01:00,377.40,22.0,-6999,-6999,17.27,324.8,0.25,-6999,
07/25/2000 02:00,377.40,21.3,-6999,-6999,19.49,341.9,0.79,-6999,
07/25/2000 03:00,377.40,21.9,-6999,-6999,17.94,332.9,0.77,-6999,
07/25/2000 04:00,377.40,22.7,-6999,-6999,15.95,325.2,0.79,-6999,
07/25/2000 05:00,377.40,22.6,-6999,-6999,16.35,328.5,1.29,-6999,
07/25/2000 06:00,377.40,22.2,-6999,-6999,17.29,337.9,1.77,-6999,
07/25/2000 07:00,377.40,23.3,-6999,-6999,17.18,306.3,0.15,-6999,
07/25/2000 08:00,377.40,25.1,-6999,-6999,18.36,138.6,0.68,-6999,
07/25/2000 09:00,377.40,25.6,-6999,-6999,17.92,174.0,1.04,-6999,
07/25/2000 10:00,377.40,25.4,-6999,-6999,21.16,210.6,1.16,-6999,
07/25/2000 11:00,377.40,26.6,-6999,-6999,19.55,251.4,0.73,-6999,
07/25/2000 12:00,377.40,27.8,-6999,-6999,17.62,240.0,1.00,-6999,
07/25/2000 13:00,377.40,29.5,-6999,-6999,15.03,220.3,1.25,-6999,
07/25/2000 14:00,377.40,30.0,-6999,-6999,14.33,210.7,1.57,-6999,
07/25/2000 15:00,377.40,30.1,-6999,-6999,13.44,221.1,1.44,-6999,
07/25/2000 16:00,377.40,30.3,-6999,-6999,13.00,207.8,1.40,-6999,
07/25/2000 17:00,377.40,29.0,-6999,-6999,13.78,270.7,1.25,-6999,
07/25/2000 18:00,377.40,27.9,-6999,-6999,14.61,288.4,0.91,-6999,
07/25/2000 19:00,377.40,27.0,-6999,-6999,15.24,319.9,1.16,-6999,
07/25/2000 20:00,377.40,25.9,-6999,-6999,15.72,23.6,1.98,-6999,
07/25/2000 21:00,377.40,24.9,-6999,-6999,16.76,62.9,2.75,-6999,
07/25/2000 22:00,377.40,25.0,-6999,-6999,15.20,64.1,3.37,-6999,
07/25/2000 23:00,377.40,25.0,-6999,-6999,15.12,58.2,2.81,-6999,
07/26/2000 00:00,377.40,24.7,-6999,-6999,15.40,44.2,2.67,-6999,
07/26/2000 01:00,377.40,24.5,-6999,-6999,15.25,28.2,2.01,-6999,
07/26/2000 02:00,377.40,23.5,-6999,-6999,16.43,331.2,0.44,-6999,
07/26/2000 03:00,377.40,23.1,-6999,-6999,19.35,324.4,0.78,-6999,
07/26/2000 04:00,377.40,22.9,-6999,-6999,18.26,330.9,1.15,-6999,
07/26/2000 05:00,377.40,22.4,-6999,-6999,19.99,329.4,0.66,-6999,
07/26/2000 06:00,377.40,22.3,-6999,-6999,21.16,331.8,0.69,-6999,
07/26/2000 07:00,377.40,22.4,-6999,-6999,22.07,303.9,0.40,-6999,
07/26/2000 08:00,377.40,22.9,-6999,-6999,24.71,119.0,0.80,-6999,
07/26/2000 09:00,377.40,25.0,-6999,-6999,23.81,241.2,0.76,-6999,
07/26/2000 10:00,377.40,23.8,-6999,-6999,29.21,221.0,0.89,-6999,
07/26/2000 11:00,377.40,24.3,-6999,-6999,31.23,223.9,0.95,-6999,
07/26/2000 12:00,377.40,22.8,-6999,-6999,34.63,210.2,0.82,-6999,
07/26/2000 13:00,377.40,24.1,-6999,-6999,31.74,186.9,1.15,-6999,
07/26/2000 14:00,377.40,25.9,-6999,-6999,27.34,180.9,1.25,-6999,
07/26/2000 15:00,377.40,27.9,-6999,-6999,21.06,219.6,1.29,-6999,
07/26/2000 16:00,377.40,28.4,-6999,-6999,19.79,211.6,0.85,-6999,
07/26/2000 17:00,377.40,26.5,-6999,-6999,20.83,294.8,0.80,-6999,
07/26/2000 18:00,377.40,25.3,-6999,-6999,22.18,45.6,2.38,-6999,
07/26/2000 19:00,377.40,25.6,-6999,-6999,21.83,63.1,2.36,-6999,
07/26/2000 20:00,377.40,25.4,-6999,-6999,20.49,67.2,3.03,-6999,
07/26/2000 21:00,377.40,24.1,-6999,-6999,21.45,11.5,2.14,-6999,
07/26/2000 22:00,377.40,23.6,-6999,-6999,21.14,34.1,2.15,-6999,
07/26/2000 23:00,377.40,24.1,-6999,-6999,18.97,48.3,2.59,-6999,
07/27/2000 00:00,377.40,24.1,-6999,-6999,18.85,1.4,1.85,-6999,
07/27/2000 01:00,377.40,23.9,-6999,-6999,18.91,319.8,0.87,-6999,
07/27/2000 02:00,377.40,22.9,-6999,-6999,20.38,334.4,0.61,-6999,
07/27/2000 03:00,377.40,22.5,-6999,-6999,21.25,330.9,0.99,-6999,
07/27/2000 04:00,377.40,21.9,-6999,-6999,22.92,324.1,0.88,-6999,
07/27/2000 05:00,377.40,21.8,-6999,-6999,24.00,327.1,0.91,-6999,
07/27/2000 06:00,377.40,20.4,-6999,-6999,26.59,315.8,1.04,-6999,
07/27/2000 07:00,377.40,21.7,-6999,-6999,26.14,349.6,1.22,-6999,
07/27/2000 08:00,377.40,24.0,-6999,-6999,25.79,64.2,0.84,-6999,
07/27/2000 09:00,377.40,23.9,-6999,-6999,27.86,236.8,0.63,-6999,
07/27/2000 10:00,377.40,24.1,-6999,-6999,28.57,252.7,0.77,-6999,
07/27/2000 11:00,377.40,25.5,-6999,-6999,27.86,226.7,1.27,-6999,
07/27/2000 12:00,377.40,26.4,-6999,-6999,26.50,211.2,1.59,-6999,
07/27/2000 13:00,377.40,27.3,-6999,-6999,24.14,286.3,1.65,-6999,
07/27/2000 14:00,377.40,29.2,-6999,-6999,19.65,230.0,1.44,-6999,
07/27/2000 15:00,377.40,29.2,-6999,-6999,16.31,272.3,1.52,-6999,
07/27/2000 16:00,377.40,28.9,-6999,-6999,14.52,284.6,1.91,-6999,
07/27/2000 17:00,377.40,28.6,-6999,-6999,13.40,285.7,1.55,-6999,
07/27/2000 18:00,377.40,27.8,-6999,-6999,13.30,309.8,1.89,-6999,
07/27/2000 19:00,377.40,26.2,-6999,-6999,14.25,352.9,2.02,-6999,
07/27/2000 20:00,377.40,25.1,-6999,-6999,15.25,35.1,2.96,-6999,
07/27/2000 21:00,377.40,23.9,-6999,-6999,17.96,63.7,3.55,-6999,
07/27/2000 22:00,377.40,23.5,-6999,-6999,16.87,57.7,3.00,-6999,
07/27/2000 23:00,377.40,24.0,-6999,-6999,14.52,59.5,2.90,-6999,
07/28/2000 00:00,377.40,23.9,-6999,-6999,13.98,37.1,2.16,-6999,
07/28/2000 01:00,377.40,23.3,-6999,-6999,13.94,12.1,1.58,-6999,
07/28/2000 02:00,377.40,22.8,-6999,-6999,14.64,355.1,1.49,-6999,
07/28/2000 03:00,377.40,23.5,-6999,-6999,14.11,334.3,1.62,-6999,
07/28/2000 04:00,377.40,22.7,-6999,-6999,15.13,344.4,2.65,-6999,
07/28/2000 05:00,377.40,22.5,-6999,-6999,16.19,33.4,2.64,-6999,
07/28/2000 06:00,377.40,22.7,-6999,-6999,16.18,5.8,2.12,-6999,
07/28/2000 07:00,377.40,23.9,-6999,-6999,15.64,19.6,1.02,-6999,
07/28/2000 08:00,377.40,27.0,-6999,-6999,14.25,18.4,0.56,-6999,
07/28/2000 09:00,377.40,27.0,-6999,-6999,17.64,167.3,0.93,-6999,
07/28/2000 10:00,377.40,27.6,-6999,-6999,16.63,198.7,0.95,-6999,
07/28/2000 11:00,377.40,28.8,-6999,-6999,17.88,242.0,0.85,-6999,
07/28/2000 12:00,377.40,29.7,-6999,-6999,17.11,233.9,1.10,-6999,
07/28/2000 13:00,377.40,31.5,-6999,-6999,15.99,218.7,1.25,-6999,
07/28/2000 14:00,377.40,32.0,-6999,-6999,14.55,221.2,1.43,-6999,
07/28/2000 15:00,377.40,32.8,-6999,-6999,11.81,211.4,1.41,-6999,
07/28/2000 16:00,377.40,32.7,-6999,-6999,11.63,226.3,1.28,-6999,
07/28/2000 17:00,377.40,32.2,-6999,-6999,11.02,261.1,1.31,-6999,
07/28/2000 18:00,377.40,30.9,-6999,-6999,11.46,341.3,1.80,-6999,
07/28/2000 19:00,377.40,29.4,-6999,-6999,11.24,338.9,2.76,-6999,
07/28/2000 20:00,377.40,28.5,-6999,-6999,11.32,15.1,2.99,-6999,
07/28/2000 21:00,377.40,27.2,-6999,-6999,12.65,52.6,3.37,-6999,
07/28/2000 22:00,377.40,27.0,-6999,-6999,12.51,38.9,3.47,-6999,
07/28/2000 23:00,377.40,26.7,-6999,-6999,12.38,50.1,3.26,-6999,
07/29/2000 00:00,377.40,26.7,-6999,-6999,12.40,49.2,2.98,-6999,
07/29/2000 01:00,377.40,26.9,-6999,-6999,12.52,52.7,3.28,-6999,
07/29/2000 02:00,377.40,26.9,-6999,-6999,12.27,41.1,2.70,-6999,
07/29/2000 03:00,377.40,26.4,-6999,-6999,12.54,35.3,2.47,-6999,
07/29/2000 04:00,377.40,26.5,-6999,-6999,12.30,52.6,3.11,-6999,
07/29/2000 05:00,377.40,26.6,-6999,-6999,12.16,42.6,2.73,-6999,
07/29/2000 06:00,377.40,26.0,-6999,-6999,12.44,345.3,1.23,-6999,
07/29/2000 07:00,377.40,24.5,-6999,-6999,14.88,308.4,0.51,-6999,
07/29/2000 08:00,377.40,26.6,-6999,-6999,15.96,126.8,0.46,-6999,
07/29/2000 09:00,377.40,27.4,-6999,-6999,16.35,170.4,0.79,-6999,
07/29/2000 10:00,377.40,27.8,-6999,-6999,18.32,200.6,0.97,-6999,
07/29/2000 11:00,377.40,29.2,-6999,-6999,16.76,214.5,0.94,-6999,
